0 -> U3,0 -> L3
0.00012807070357579182,3.6951766917805783e-05
0.00015266544270632794,2.2207451345401204e-05
9.435921024068281e-05,1.2099079722510161e-05
5.7992228172792194e-05,8.946243396035896e-06
