0 -> U1,0 -> U1L3
0.00027089213780171227,0.00017872323342220514
0.00019270317762606649,0.00017884448511165828
0.00019343219346878263,0.0001910900121105388
0.0001685844419249379,0.00026915683786480797
0.0001426725514922143,0.00018697365338565914
0.0001683259704890026,0.00013822454931966974
