Time,U0,U1,U2,U3,L0,L1,L2,L3,L4,U3L3,U0L4,U0L0,U1L2,U1L3,U2L4,U2L0,U3L1
0.0,985.0,406.0,223.0,940.0,67.0,19.0,220.0,257.0,659.0,174.0,595.0,434.0,11.0,959.0,548.0,681.0,612.0
1e-05,983.1,406.7,224.8,938.5,67.4,19.1,219.4,256.7,658.5,175.6,595.3,435.6,11.6,957.7,548.2,679.0,611.9
2e-05,981.0,407.2,226.4,936.9,68.4,19.0,218.7,256.4,657.0,177.1,595.7,437.3,12.3,956.5,549.3,676.3,612.0
3.0000000000000004e-05,979.2,407.5,227.9,935.2,69.6,19.0,218.3,255.4,655.5,178.8,596.1,438.7,12.7,955.8,550.4,673.7,612.0
4e-05,976.9,408.0,230.0,934.0,70.1,19.0,217.9,255.1,654.8,180.0,596.4,440.7,13.1,954.9,550.8,671.2,612.0
5.000000000000001e-05,974.1,408.6,232.5,933.1,71.4,19.0,217.6,255.1,653.2,180.9,596.7,443.2,13.4,954.0,552.1,667.4,612.0
6.000000000000001e-05,972.5,409.3,233.7,931.6,72.0,19.0,217.0,254.9,652.2,182.4,597.1,444.4,14.0,952.7,552.7,665.6,612.0
7e-05,970.3,410.0,235.3,930.2,72.2,19.0,216.3,254.9,651.4,183.8,597.7,446.0,14.7,951.3,552.9,663.8,612.0
8e-05,968.0,410.8,237.2,928.7,73.0,18.9,215.9,254.7,650.2,185.2,598.0,448.0,15.1,950.1,553.8,661.0,612.1
9e-05,966.5,411.8,238.1,927.1,73.6,19.0,215.5,254.4,649.0,186.9,598.2,449.3,15.5,948.7,554.8,659.1,612.0
0.00010000000000000002,965.0,412.1,239.5,926.0,74.1,19.0,214.7,254.4,648.4,188.0,598.1,450.9,16.3,947.6,555.5,657.0,612.0
0.00011,963.4,412.6,240.5,924.6,75.0,19.0,214.2,254.0,646.9,189.4,598.2,452.4,16.8,946.6,556.9,654.6,612.0
0.00012000000000000002,961.6,414.0,241.9,923.0,75.6,19.0,213.7,254.3,645.9,191.0,598.5,453.9,17.3,944.7,557.6,652.5,612.0
0.00013,959.5,414.5,243.6,921.7,77.0,19.2,213.1,253.9,644.1,192.5,598.6,455.9,17.9,943.6,559.3,649.1,611.8
0.00014,957.8,415.5,245.0,920.2,77.3,19.2,212.9,253.6,643.5,194.0,598.6,457.6,18.1,942.4,559.9,647.1,611.8
0.00015,956.5,416.3,245.9,918.7,78.2,19.2,212.6,253.2,642.2,195.5,598.8,458.7,18.4,941.3,561.0,645.1,611.8
0.00016,954.3,416.7,247.9,917.6,79.2,19.2,212.1,253.0,641.0,196.6,598.8,460.9,18.9,940.4,562.2,641.9,611.8
0.00017,952.0,417.3,249.7,916.2,79.7,19.3,211.8,252.4,640.0,198.1,599.1,462.9,19.2,939.5,562.9,639.4,611.7
0.00018,950.6,417.5,251.0,915.6,81.0,19.3,211.5,252.3,638.6,198.7,599.0,464.4,19.5,939.0,564.4,636.6,611.7
0.00019000000000000004,948.1,417.7,252.8,914.6,81.3,19.4,210.7,252.2,637.6,199.8,599.5,466.4,20.3,938.0,564.9,634.3,611.6
0.00020000000000000004,946.4,417.8,253.8,913.6,81.5,19.4,210.5,251.5,636.7,200.8,599.7,467.9,20.5,937.7,565.6,632.6,611.6
0.00021000000000000006,944.3,418.3,255.5,912.5,81.8,19.4,210.1,251.3,636.0,201.9,600.0,469.7,20.9,936.8,566.0,630.5,611.6
0.00022,943.0,418.7,256.6,911.3,82.0,19.5,209.7,250.8,635.6,203.2,599.8,471.2,21.3,936.0,566.6,628.8,611.5
0.00023,941.5,418.8,257.8,910.1,82.8,19.5,209.4,250.0,634.5,204.4,600.2,472.3,21.6,935.6,567.3,626.9,611.5
0.00024000000000000003,940.2,419.2,258.8,908.7,83.4,19.4,209.1,249.4,633.6,205.7,600.3,473.5,21.9,934.9,568.1,625.1,611.6
0.00025000000000000006,937.8,419.2,260.6,908.1,84.2,19.3,209.0,249.0,632.2,206.2,600.7,475.5,22.0,934.8,569.1,622.3,611.7
0.00026,936.6,419.5,261.3,907.3,85.1,19.2,208.7,248.9,630.8,206.9,601.0,476.4,22.3,934.2,570.2,620.5,611.8
0.00026999999999999995,935.0,419.6,262.7,906.4,86.0,19.0,208.5,248.5,629.7,207.6,601.0,478.0,22.5,933.9,571.3,618.0,612.0
0.00028,933.7,420.3,263.4,904.9,86.4,19.0,208.3,247.9,628.7,209.1,601.2,479.1,22.7,933.0,572.1,616.5,612.0
0.00028999999999999995,932.4,420.6,264.5,903.8,87.1,19.1,207.8,247.5,627.8,210.3,601.3,480.3,23.2,932.2,572.9,614.6,611.9
0.0003,930.2,420.9,266.3,902.7,87.5,19.1,207.6,246.9,627.0,211.4,601.5,482.3,23.4,931.7,573.5,612.2,611.9
0.00031,928.9,421.8,267.2,900.6,88.6,18.9,207.3,246.2,625.5,213.3,601.8,483.3,23.7,930.5,574.7,610.1,612.1
0.00032,927.3,422.9,268.7,898.5,89.6,19.0,206.7,245.7,624.4,215.5,601.8,484.9,24.3,928.8,575.8,607.5,612.0
0.00033000000000000005,925.6,423.1,269.7,897.7,90.0,19.1,206.2,245.5,623.3,216.4,601.7,486.7,24.8,928.1,577.0,605.3,611.9
0.00034,924.6,424.0,270.5,896.2,90.8,19.4,206.1,244.7,622.3,218.2,601.8,487.6,24.9,927.1,577.9,603.6,611.6
0.00035000000000000005,923.3,424.3,271.4,895.1,91.9,19.5,205.9,244.0,620.8,219.4,601.9,488.8,25.1,926.6,579.3,601.3,611.5
0.00036,921.6,424.9,273.0,894.2,92.5,19.6,205.7,243.8,620.1,220.4,602.1,490.3,25.3,925.8,579.8,599.2,611.4
0.00037000000000000005,920.9,425.7,273.5,892.8,93.3,19.6,205.3,243.6,619.1,221.8,601.9,491.2,25.7,924.6,581.0,597.5,611.4
0.0003800000000000001,918.4,426.0,275.1,891.8,93.6,19.6,204.8,243.4,617.9,222.8,602.5,493.1,26.2,923.8,581.6,595.3,611.4
0.0003900000000000001,916.8,426.6,276.1,889.6,94.1,19.5,204.5,242.2,616.8,224.9,602.7,494.5,26.5,922.9,582.5,593.4,611.5
0.0004000000000000001,915.9,426.9,276.8,888.7,94.3,19.6,204.0,242.0,616.4,225.9,602.7,495.4,27.0,922.1,582.9,592.3,611.4
0.0004100000000000001,914.5,427.6,277.6,887.4,94.7,19.6,203.5,241.9,615.4,227.2,602.7,496.8,27.5,920.9,583.9,590.5,611.4
0.0004200000000000001,913.1,428.1,278.3,886.5,95.0,19.6,203.4,241.6,614.4,228.1,603.0,497.9,27.6,920.3,584.6,589.1,611.4
