"Time ",U0,U1,U2,U3,L0,L1,L2,L3,U3L3,U0L1,U0L0,U0L3,U0L2,U1L3,U1L0,U1L2,U1L1,U2L0,U2L1,U2L3,U2L2,U3L0,U3L2,U3L1
0.21000000000000002,700.4347105799836,52.162165019836515,20.948967681033608,1.4560065225507175,0.00010317300706575988,0.00153700110203847,0.000175583416153683,0.000043599563342857315,559.5017125735392,352.97448242233935,45.977577011482104,531.9033867302475,1267.7099207093293,0.007407166112086625,1093.2252945879752,5.277380451298801,1475.225442370964,84.07631400649073,292.18687156415814,989.5874594842243,0.20038726409460966,792.7207112210466,515.8122134452424,49.897521596418116
0.21010245648926223,700.443303615597,52.159255508808265,20.94382844388358,1.4554511968211357,0.00010253431073771463,0.0015279207625966524,0.00017453528193267186,0.00004333201507284123,559.5187469910038,353.0894498204633,45.95119801254729,531.8114372856268,1267.7046887416257,0.007365843203864563,1093.2777110314928,5.276860248322582,1475.1630402922976,84.04929230399033,292.14430680028045,989.6624161054134,0.20015634643373145,792.7216961176605,515.8181976041955,49.8739640386943
0.2102015562628925,700.4516074623325,52.15644396466476,20.938862160223067,1.454914563564555,0.00010192030430162516,0.0015191889429898879,0.00017352744627320975,0.000043074811008255935,559.535216957793,353.2006009630751,45.9257005437253,531.7225374678716,1267.6996310605973,0.007326093300294438,1093.3283903434294,5.276358197303113,1475.1026990670891,84.02316276552152,292.1031552200659,989.7348859669463,0.19993388724477806,792.722644427021,515.82398082501,49.85119339824711
0.21032310988196024,700.4617825255369,52.15299892412989,20.932776755741425,1.4542570092505185,0.00010117219983875083,0.0015085467767855599,0.0001722992087932869,0.000042761435896267845,559.5554101237643,353.33686988547504,45.89444910221257,531.6135447248172,1267.6934312862281,0.007277629512548511,1093.3905258490581,5.275743875062136,1475.0287078831548,83.9911220685686,292.05270463354987,989.823734325435,0.19966221670668022,792.7238018079626,515.8310678470639,49.823283706091885
0.2104633527134132,700.4735080471954,52.14902902265619,20.925764065828357,1.4534992669477014,0.00010031589752213772,0.0014963609133184295,0.00017089293498473172,0.00004240273966825476,559.5786963746463,353.49399936123115,45.85842438307216,531.4878621821026,1267.686283581437,0.007222112165555046,1093.4621784331118,5.275037118746137,1474.9433705301003,83.95416765159887,291.9945313845335,989.9261864982061,0.19935039983475583,792.7251292163212,515.8392355620853,49.79111054853655
0.21057137520445765,700.4825294890953,52.14597470226069,20.9203686054643,1.4529162787878789,0.00009966127640594119,0.0014870418469346222,0.00016981758641860037,0.00004212852681073561,559.5966241685741,353.61496227931997,45.83069937134676,531.3911045201364,1267.6807819188398,0.007179638436311194,1093.517342473855,5.274494205425449,1474.877661212807,83.92571261736686,291.94974825821487,990.0050591179574,0.19911140099810143,792.7261458761565,515.8455202358881,49.76634930238473
0.21069392496557787,700.4927534829327,52.14251330726986,20.914253933282918,1.452255587577256,0.00009892379446026361,0.001476539748717972,0.00016860582015819364,0.000041819605446152706,559.6169539975251,353.7521226474646,45.79927015399122,531.2813868540019,1267.6745444672347,0.00713175480625611,1093.5798971833226,5.273879818167643,1474.8031383003658,83.89344056234904,291.89896885666644,990.09449515197,0.1988414957331719,792.7272931765442,515.852643218669,49.73827936404069
0.21082178482537567,700.5034084190884,52.13890608480774,20.90788152677794,1.451567059271147,0.00009816017895647114,0.001465661624135686,0.00016735077365183455,0.000041499737706883336,559.6381545773098,353.89514680870894,45.76650667447547,531.1669743373807,1267.668041394023,0.00708213648615936,1093.6451306939437,5.273240545014928,1474.7254126384264,83.85978116742845,291.8460189874606,990.1877570314575,0.19856128687702324,792.7284833039753,515.8600670569874,49.70901725249836
0.21095495478385107,700.5144928119846,52.13515354433077,20.901252274953332,1.450850792491882,0.00009737112192527501,0.0014544168970452292,0.0001660535460703785,0.00004116921311899655,559.6602246303285,354.04402471077594,45.7324124063692,531.0478744342066,1267.661273299557,0.007030824185447316,1093.7130389970437,5.272576597161557,1474.644487584235,83.82473583414225,291.7909024195495,990.2848385290866,0.19827094226980133,792.7297153913247,515.8677907703584,49.67856600425592
0.21109743584330004,700.526337528499,52.13114368296165,20.894168296691507,1.4500854105036458,0.00009653392375201861,0.0014424814379676897,0.00016467676237545204,0.00004081852268999555,559.6838253850387,354.20321472794376,45.69596804404504,530.920519684141,1267.6540377095246,0.0069763354712342645,1093.7856565441925,5.271868333535593,1474.557936660189,83.78725367866862,291.7319686731435,990.38864736882,0.1979619826779022,792.7310251991721,515.8760449916525,49.64601513238386
