"Time ",U0,U1,U2,U3,L0,L1,L2,L3,U0L0,U0L2,U0L1,U0L3,U1L3,U1L2,U1L0,U1L1,U2L2,U2L3,U2L0,U2L1,U3L1,U3L0,U3L3,U3L2
0.41000000000000003,3,4,251,93,0,0,0,0,569,630,0,940,0,1617,2,625,11,1154,823,199,1090,12,0,679
0.41043705092280813,3,4,252,92,0,0,0,0,569,630,0,940,0,1617,2,625,11,1154,823,198,1091,12,0,679
0.4106570769990444,3,4,251,93,0,0,0,0,569,630,0,940,0,1617,2,625,11,1154,823,199,1090,12,0,679
0.4109065937772891,3,4,252,92,0,0,0,0,569,630,0,940,0,1617,2,625,11,1154,823,198,1091,12,0,679
0.4113255558985761,3,4,254,90,0,0,0,0,569,630,0,940,0,1617,2,625,11,1154,823,196,1093,12,0,679
0.41146750770870766,4,4,253,90,0,0,0,0,569,630,0,939,0,1617,2,625,11,1155,823,196,1093,12,0,679
0.4117071253966252,4,4,254,89,0,0,0,0,569,630,0,939,0,1617,2,625,11,1155,823,195,1094,12,0,679
0.4119327556063795,5,4,253,89,0,0,0,0,569,630,0,938,0,1617,2,625,11,1156,823,195,1094,12,0,679
0.4122328629766634,4,4,254,89,0,0,0,0,570,630,0,938,0,1617,2,625,11,1156,822,195,1094,12,0,679
0.4124428356730827,4,3,254,90,0,0,0,0,570,630,0,938,0,1618,2,625,11,1156,822,195,1094,12,0,678
0.4126630427687052,4,4,253,90,0,0,0,0,570,630,0,938,0,1618,2,624,11,1156,822,196,1094,12,0,678
0.4127800769083409,4,4,254,89,0,0,0,0,570,630,0,938,0,1618,2,624,10,1156,822,196,1094,12,0,679
0.41314899542311023,4,3,255,89,0,0,0,0,570,630,0,938,0,1619,2,624,10,1156,822,195,1095,12,0,678
0.4132073717188698,4,3,256,88,0,0,0,0,570,630,0,938,0,1619,2,624,10,1156,822,194,1096,12,0,678
0.41341524352734293,3,2,259,87,0,0,0,0,570,630,0,939,0,1619,2,625,10,1155,821,193,1096,13,0,678
0.41417255110469103,3,2,259,87,0,0,0,0,570,630,0,939,0,1619,2,625,10,1155,822,192,1097,12,0,678
0.4146315522323724,3,1,261,86,0,0,0,0,570,630,0,939,0,1620,2,625,10,1155,822,190,1099,12,0,677
0.414681457801165,3,1,262,85,0,0,0,0,570,630,0,939,0,1620,2,625,10,1155,822,189,1100,12,0,677
0.4151103011553548,3,1,261,86,0,0,0,0,570,630,0,939,0,1620,2,625,10,1155,822,190,1099,12,0,677
