Time,U0,U1,U2,U3,L0,L1,L2,L3,L4,U2L2,U0L2,U0L0,U1L4,U1L2,U1L1,U2L0,U3L0,U3L3,U3L4
0.0,78.0,532.0,932.0,128.0,822.0,536.0,800.0,938.0,350.0,876.0,811.0,813.0,881.0,989.0,897.0,537.0,666.0,330.0,3.0
1e-05,77.9,532.8,926.8,128.9,821.5,534.8,799.6,937.9,348.6,880.0,809.6,814.5,881.2,986.8,898.2,538.2,663.8,330.1,4.2
2e-05,78.5,533.1,920.8,130.2,820.0,534.5,799.3,937.4,347.4,884.4,807.0,816.5,882.1,985.3,898.5,539.8,661.7,330.6,4.5
3.0000000000000004e-05,78.9,533.1,916.2,131.1,819.3,533.8,798.3,937.5,346.4,887.9,805.6,817.5,882.5,984.2,899.2,540.9,660.3,330.5,5.1
4e-05,79.6,533.6,909.7,131.9,817.6,532.4,798.4,937.5,344.9,892.7,803.3,819.1,883.2,981.6,900.6,542.6,658.7,330.5,5.9
5.000000000000001e-05,78.8,534.2,905.2,132.8,817.1,531.4,796.9,937.7,343.9,896.4,803.1,820.1,883.6,979.6,901.6,543.4,657.4,330.3,6.5
6.000000000000001e-05,78.2,534.7,900.3,133.3,816.0,529.8,796.0,937.6,343.1,899.2,803.0,820.8,883.3,977.8,903.2,545.5,655.7,330.4,7.6
7e-05,78.1,536.0,895.4,134.3,816.0,529.1,795.2,937.6,341.9,903.4,801.9,822.0,883.6,975.5,903.9,546.2,653.8,330.4,8.5
8e-05,78.2,537.1,889.3,134.8,815.9,528.2,793.5,937.8,340.0,908.9,800.7,823.1,884.2,972.9,904.8,546.8,652.2,330.2,9.8
9e-05,79.0,539.0,883.7,134.9,816.1,526.9,793.6,937.9,338.1,913.9,799.2,823.8,884.6,969.3,906.1,547.4,650.7,330.1,11.3
0.00010000000000000002,79.1,537.7,879.5,135.6,815.6,525.5,792.7,938.1,336.0,916.9,797.7,825.2,885.1,968.7,907.5,548.6,648.6,329.9,12.9
0.00011,79.6,537.5,874.9,136.3,814.5,523.9,792.4,938.5,335.0,920.9,795.8,826.6,885.5,966.9,909.1,549.2,647.7,329.5,13.5
0.00012000000000000002,80.0,537.4,870.3,136.9,814.0,522.7,791.2,938.4,334.3,925.2,793.8,828.2,885.5,965.8,910.3,549.5,646.3,329.6,14.2
0.00013,80.1,538.1,865.9,136.7,813.2,521.8,790.1,938.4,333.3,929.6,792.1,829.8,885.5,964.2,911.2,549.5,645.5,329.6,15.2
0.00014,79.7,537.9,862.5,136.5,812.9,521.1,788.5,938.5,331.6,933.3,791.3,831.0,886.3,962.9,911.9,549.2,644.9,329.5,16.1
0.00015,79.6,537.9,857.8,136.8,812.1,519.8,787.5,938.8,329.9,937.3,789.9,832.5,886.6,961.3,913.2,549.9,643.5,329.2,17.5
0.00016,79.4,538.3,853.9,137.0,811.4,518.4,786.9,939.1,328.8,941.3,788.6,834.0,886.9,959.2,914.6,549.8,642.8,328.9,18.3
0.00017,79.8,537.5,849.5,137.6,811.0,517.9,785.1,939.3,327.1,944.9,787.4,834.8,887.8,958.6,915.1,550.6,641.6,328.7,19.1
