Time,U0,U1,U2,U3,L0,L1,L2,L3,L4,U1L1,U0L0,U0L1,U0L2,U1L4,U2L1,U2L0,U2L2,U3L1,U3L2
0.0,29.0,667.0,658.0,152.0,719.0,101.0,958.0,622.0,440.0,159.0,480.0,128.0,836.0,940.0,583.0,337.0,798.0,705.0,545.0
1e-05,29.5,666.3,655.3,151.8,716.9,102.6,955.5,622.0,439.9,159.6,478.6,127.7,837.2,940.1,581.1,340.5,799.1,705.0,545.2
2e-05,29.5,664.4,654.5,152.0,714.8,103.7,954.4,622.0,439.5,161.1,477.7,127.7,838.1,940.5,579.1,343.5,798.9,704.4,545.6
3.0000000000000004e-05,30.3,663.1,652.1,152.0,712.8,104.2,953.0,622.0,439.5,162.4,476.1,127.6,839.0,940.5,577.7,347.1,799.1,704.1,545.9
4e-05,30.8,661.7,650.8,152.0,712.0,105.0,950.9,622.0,439.4,163.7,474.5,127.1,840.6,940.6,576.3,349.5,799.4,703.9,546.1
5.000000000000001e-05,31.2,660.0,649.9,152.3,709.2,106.3,950.6,622.0,439.3,165.3,472.9,126.6,842.3,940.7,574.3,353.9,797.9,703.5,546.2
6.000000000000001e-05,31.6,658.7,649.1,152.1,708.1,107.0,949.4,622.0,439.0,166.3,470.7,126.8,843.9,941.0,572.2,357.2,797.5,703.7,546.2
7e-05,31.8,657.7,647.1,152.0,706.5,107.4,947.9,622.0,438.8,167.1,469.0,127.2,845.0,941.2,570.8,360.5,797.6,703.5,546.5
8e-05,32.6,656.6,646.1,151.8,705.3,108.8,946.1,622.0,438.9,168.3,466.9,127.3,846.2,941.1,568.3,363.8,797.8,703.3,546.9
9e-05,32.7,655.6,644.8,151.7,703.6,110.0,944.7,622.0,438.5,168.9,465.5,127.3,847.5,941.5,566.5,366.9,797.8,703.3,547.0
0.00010000000000000002,32.6,655.0,643.3,151.7,701.8,110.4,943.8,622.0,438.6,169.6,464.1,127.7,848.6,941.4,565.1,370.1,797.5,703.2,547.1
0.00011,33.0,653.1,641.7,151.9,699.9,110.7,942.7,622.0,438.4,171.3,462.5,127.4,850.1,941.6,564.0,373.6,796.7,702.6,547.5
0.00012000000000000002,33.6,651.6,640.1,151.8,697.5,112.2,941.1,622.0,438.3,172.7,461.7,127.1,850.6,941.7,561.6,376.8,797.5,702.4,547.8
0.00013,33.7,650.2,638.4,151.9,695.7,112.8,939.5,622.0,438.2,174.0,460.6,127.1,851.6,941.8,560.2,379.7,797.7,701.9,548.2
0.00014,34.3,648.7,637.2,151.7,694.0,113.8,937.9,622.0,438.2,175.5,459.0,126.9,852.8,941.8,558.1,383.0,797.7,701.7,548.6
0.00015,34.7,647.3,635.9,151.9,692.9,114.3,936.6,622.0,438.0,176.7,457.4,127.0,853.9,942.0,556.8,385.7,797.6,701.2,548.9
0.00016,35.1,645.7,634.5,151.6,691.2,115.3,934.7,622.0,437.7,178.0,456.5,126.8,854.6,942.3,555.2,388.3,798.0,700.7,549.7
0.00017,35.7,644.1,633.7,151.7,689.8,115.3,934.4,622.0,437.7,179.6,455.1,126.4,855.8,942.3,554.4,391.1,796.8,700.3,550.0
0.00018,36.3,642.8,631.2,151.6,687.3,116.7,932.4,622.0,437.5,180.7,453.6,126.5,856.6,942.5,552.3,395.1,797.4,699.8,550.6
0.00019000000000000004,36.9,641.5,629.1,151.6,685.0,117.7,931.1,622.0,437.3,181.8,452.6,126.3,857.2,942.7,550.6,398.4,797.9,699.6,550.8
0.00020000000000000004,38.0,640.1,627.5,151.6,683.9,118.1,929.9,622.0,437.3,183.2,450.5,126.3,858.2,942.7,549.1,401.6,797.8,699.3,551.1
0.00021000000000000006,38.9,639.1,625.5,151.3,681.7,118.7,929.3,622.0,437.1,184.0,449.1,126.0,859.0,942.9,547.7,405.2,797.6,699.6,551.1
0.00022,39.7,637.8,624.4,150.6,680.5,119.9,927.4,622.0,436.7,184.9,447.1,125.8,860.4,943.3,545.7,408.4,797.5,699.7,551.7
0.00023,40.1,636.1,623.2,150.3,679.0,120.3,926.0,622.0,436.4,186.3,445.9,125.7,861.3,943.6,544.4,411.1,797.3,699.3,552.4
