Time,U0,U1,U2,U3,L0,L1,L2,L3,L4,U2L2,U0L1,U0L2,U1L1,U1L3,U2L1,U2L4,U3L0,U3L3
0.0,871.0,72.0,7.0,987.0,420.0,580.0,855.0,3.0,699.0,479.0,96.0,252.0,998.0,414.0,966.0,352.0,487.0,969.0
1e-05,866.3,73.6,7.8,986.9,419.7,580.8,852.4,3.0,698.7,480.3,99.4,253.3,996.2,414.2,963.6,352.3,487.3,968.8
2e-05,860.2,76.2,8.9,986.2,419.0,581.1,849.8,3.0,698.6,481.3,103.9,254.9,993.6,414.2,961.4,352.4,488.0,968.8
3.0000000000000004e-05,855.3,77.8,10.3,985.3,418.0,582.7,846.5,3.0,698.5,483.1,107.3,256.4,991.9,414.3,958.1,352.5,489.0,968.7
4e-05,848.9,80.4,11.9,984.8,417.3,583.1,843.8,3.0,698.8,484.8,112.7,257.4,989.1,414.5,955.1,352.2,489.7,968.5
5.000000000000001e-05,844.7,81.6,12.7,984.0,416.4,583.5,841.2,3.0,698.9,486.1,115.6,258.7,987.8,414.6,953.1,352.1,490.6,968.4
6.000000000000001e-05,840.1,82.9,13.9,983.6,415.9,584.9,838.4,3.0,698.3,487.5,118.8,260.1,986.4,414.7,949.9,352.7,491.1,968.3
7e-05,834.8,84.7,15.3,982.7,414.9,585.4,836.0,3.0,698.2,488.4,122.6,261.6,984.5,414.8,947.5,352.8,492.1,968.2
8e-05,828.7,86.9,16.8,982.3,414.3,587.1,832.5,3.0,697.8,490.2,127.0,263.3,982.1,415.0,943.8,353.2,492.7,968.0
9e-05,823.2,88.2,18.1,981.8,413.5,587.9,829.4,3.0,697.5,491.3,130.5,265.3,980.5,415.3,941.1,353.5,493.5,967.7
0.00010000000000000002,818.9,89.3,18.8,981.6,413.1,589.0,826.6,2.8,697.1,492.6,133.3,266.8,979.0,415.7,938.7,353.9,493.9,967.5
0.00011,813.4,90.8,19.4,981.0,412.4,589.4,822.8,2.8,697.2,494.2,136.6,269.0,977.4,415.8,936.6,353.8,494.6,967.4
0.00012000000000000002,809.9,91.8,19.8,980.6,411.9,590.7,819.5,2.8,697.2,496.0,138.6,270.5,976.3,415.9,934.4,353.8,495.1,967.3
0.00013,804.7,92.8,20.8,980.3,411.0,590.7,817.4,2.8,696.7,497.0,142.7,271.6,974.7,416.5,931.9,354.3,496.0,966.7
0.00014,799.5,94.7,21.5,980.1,410.6,590.9,814.6,2.8,696.9,498.6,146.7,272.8,972.6,416.7,929.8,354.1,496.4,966.5
0.00015,795.1,95.5,22.4,979.8,410.2,592.7,810.6,2.8,696.5,500.6,149.1,274.8,971.7,416.8,926.5,354.5,496.8,966.4
0.00016,790.7,96.9,23.1,978.8,409.1,593.4,807.9,2.8,696.3,501.9,152.1,276.2,970.2,416.9,924.3,354.7,497.9,966.3
0.00017,786.1,98.8,24.0,978.0,408.3,593.9,805.9,2.8,696.0,503.0,155.8,277.1,968.3,416.9,922.0,355.0,498.7,966.3
0.00018,781.6,101.2,24.4,977.2,407.4,594.2,803.5,2.8,696.5,504.6,159.5,277.9,965.8,417.0,920.5,354.5,499.6,966.2
0.00019000000000000004,777.8,102.5,25.2,976.7,406.8,594.9,801.5,2.8,696.2,506.1,162.8,278.4,964.4,417.1,917.9,354.8,500.2,966.1
0.00020000000000000004,773.5,103.5,25.9,976.4,406.5,595.6,798.4,2.6,696.2,507.6,165.5,280.0,963.2,417.3,915.7,354.8,500.5,966.1
0.00021000000000000006,769.5,105.0,26.2,975.8,405.9,596.7,795.5,2.6,695.8,509.5,168.5,281.0,961.7,417.3,913.1,355.2,501.1,966.1
0.00022,766.4,105.7,26.4,975.7,405.4,597.3,793.1,2.6,695.8,511.1,170.8,281.8,960.6,417.7,911.3,355.2,501.6,965.7
0.00023,760.8,106.6,28.1,975.5,404.9,597.8,790.1,2.6,695.6,512.2,174.5,283.7,959.4,418.0,908.3,355.4,502.1,965.4
0.00024000000000000003,756.6,107.5,29.1,975.1,404.2,598.4,787.7,2.6,695.4,513.7,177.8,284.6,958.2,418.3,905.6,355.6,502.8,965.1
0.00025000000000000006,751.1,109.3,30.6,974.9,403.5,598.9,785.7,2.6,695.2,514.8,182.4,285.5,955.9,418.8,902.8,355.8,503.5,964.6
0.00026,746.3,110.5,30.9,974.5,402.7,598.9,782.3,2.6,695.7,516.5,185.5,287.2,954.3,419.2,901.3,355.3,504.3,964.2
0.00026999999999999995,742.7,111.6,31.4,974.5,402.4,599.4,780.1,2.6,695.7,517.7,188.1,288.2,952.9,419.5,899.6,355.3,504.6,963.9
0.00028,738.5,112.8,32.4,974.4,402.1,599.5,778.8,2.5,695.2,518.7,192.0,288.5,951.4,419.8,897.1,355.8,504.9,963.7
0.00028999999999999995,733.8,114.3,33.8,973.8,401.4,600.3,775.9,2.5,695.6,520.4,195.5,289.7,949.8,419.9,894.4,355.4,505.6,963.6
0.0003,730.1,115.6,34.6,973.6,400.9,601.6,774.2,2.5,694.7,521.3,198.4,290.5,948.2,420.2,891.8,356.3,506.1,963.3
0.00031,726.2,117.5,34.3,973.0,400.1,601.8,772.1,2.5,694.5,522.7,201.6,291.2,946.1,420.4,890.5,356.5,506.9,963.1
0.00032,722.0,118.7,35.2,972.8,399.7,602.4,769.7,2.5,694.4,523.6,204.3,292.7,944.7,420.6,888.6,356.6,507.3,962.9
0.00033000000000000005,719.3,120.1,35.6,971.9,398.8,603.2,768.1,2.5,694.3,524.6,206.4,293.3,943.3,420.6,887.1,356.7,508.2,962.9
0.00034,714.1,121.6,36.7,971.7,398.3,604.1,765.3,2.5,693.9,526.0,210.2,294.7,941.5,420.9,884.2,357.1,508.7,962.6
0.00035000000000000005,710.8,122.2,37.3,971.4,397.7,605.7,762.7,2.5,693.1,527.3,212.2,296.0,940.6,421.2,881.5,357.9,509.3,962.3
0.00036,706.3,123.7,38.4,970.7,397.0,606.1,760.4,2.5,693.1,528.6,215.7,297.0,939.1,421.2,879.1,357.9,510.0,962.3
0.00037000000000000005,701.9,125.3,38.7,970.3,396.5,607.0,757.9,2.5,692.3,529.9,218.9,298.2,937.4,421.3,876.7,358.7,510.5,962.2
0.0003800000000000001,698.1,126.4,38.9,970.2,395.8,607.6,755.7,2.5,692.0,530.9,221.5,299.4,935.7,421.9,875.2,359.0,511.2,961.6
0.0003900000000000001,693.9,127.8,39.8,969.3,394.7,607.9,753.9,2.5,691.8,531.6,224.6,300.5,934.1,422.1,873.4,359.2,512.3,961.4
0.0004000000000000001,689.5,128.3,40.5,969.0,394.0,607.9,750.7,2.5,692.2,533.0,227.2,302.3,933.2,422.5,871.7,358.8,513.0,961.0
