Time,U0,U1,U2,U3,L0,L1,L2,L3,L4,U2L2,U0L4,U0L0,U1L0,U1L3,U2L1,U3L1,U3L4
0.0,927.0,744.0,827.0,59.0,142.0,899.0,226.0,61.0,775.0,244.0,267.0,854.0,679.0,1.0,476.0,147.0,741.0
1e-05,926.5,743.2,825.4,60.3,142.9,897.9,225.8,60.7,774.1,244.2,268.9,852.6,679.5,1.3,477.4,146.7,740.0
2e-05,924.5,742.5,824.1,61.6,143.6,896.5,225.7,60.5,772.4,244.3,272.1,851.4,680.0,1.5,478.6,146.9,738.5
3.0000000000000004e-05,923.1,741.6,822.8,62.9,144.9,895.0,225.4,60.5,770.6,244.6,275.7,849.2,680.9,1.5,479.6,147.4,736.7
4e-05,922.3,740.7,821.2,63.9,145.8,893.4,225.0,60.4,769.5,245.0,278.2,847.5,681.7,1.6,480.8,147.8,735.3
5.000000000000001e-05,920.5,739.8,819.8,65.2,146.2,892.0,224.6,59.9,768.6,245.4,280.8,846.7,682.1,2.1,481.8,148.2,733.6
6.000000000000001e-05,919.7,738.8,818.2,65.8,146.2,889.9,224.4,59.7,768.3,245.6,282.4,845.9,682.9,2.3,483.2,148.9,732.3
7e-05,918.7,737.7,816.7,67.2,146.2,888.2,224.2,59.6,768.1,245.8,284.4,844.9,683.9,2.4,484.5,149.3,730.5
8e-05,917.5,736.9,815.0,68.3,147.1,885.9,224.0,59.5,767.2,246.0,287.2,843.3,684.6,2.5,486.0,150.1,728.6
9e-05,916.5,736.1,813.3,69.0,148.3,883.9,223.4,59.5,765.8,246.6,290.2,841.3,685.4,2.5,487.1,151.0,727.0
0.00010000000000000002,915.4,735.4,812.2,70.1,149.0,882.6,223.1,59.5,764.9,246.9,292.7,839.9,686.1,2.5,487.9,151.5,725.4
0.00011,913.5,734.9,811.2,71.2,149.4,881.1,222.6,59.3,764.4,247.4,295.3,839.2,686.4,2.7,488.4,152.5,723.3
0.00012000000000000002,912.3,734.0,808.9,72.5,149.6,878.9,221.8,59.1,764.3,248.2,297.4,838.3,687.1,2.9,489.9,153.2,721.3
0.00013,911.5,733.2,807.9,73.1,150.0,877.4,221.6,59.1,763.6,248.4,299.4,837.1,687.9,2.9,490.7,153.9,720.0
0.00014,910.0,732.6,806.3,74.4,150.9,875.4,221.1,59.0,762.9,248.9,302.3,835.7,688.4,3.0,491.8,154.8,717.8
0.00015,909.3,731.8,805.0,75.2,151.4,873.6,220.9,59.0,762.4,249.1,304.3,834.4,689.2,3.0,492.9,155.5,716.3
0.00016,908.8,730.8,802.5,76.8,151.3,871.3,220.4,58.9,763.0,249.6,305.6,833.6,690.1,3.1,494.9,155.8,714.4
