"Time ",U0,U1,U2,U3,L0,L1,L2,L3,L4,U0L0,U0L1,U0L3,U1L2,U1L4,U2L0,U2L1,U2L3,U3L2,U3L4,U0L2,U0L4,U1L0,U1L1,U1L3,U2L2,U2L4,U3L0,U3L1,U3L3
0.9224223842203905,4.0455314907970675e-27,4.2864708536429016e-7,1.1020502779637943e-7,2.919882763608661e-7,2.2530462014427698e-18,114.88441139447254,2.8229285927076845e-18,197.0717778282819,5.392196165574112e-19,1510.8597844470155,673.7204376321899,974.9767510600176,1094.6076584464793,1160.9879086530036,385.9703945514727,1078.024544465371,607.714639558225,703.1402648776682,424.7897367263565,1.4302345699009148e-17,2.765769511537015e-18,508.50100875178606,494.02075279100137,525.3521602831258,6.118652477163194e-18,1.1349323463563764e-18,387.2772381920819,142.99879698931443,510.48987265010777
0.9237080247702248,3.871333852748297e-27,4.3506898040086204e-7,1.1022533090877392e-7,2.963627795988035e-7,2.123203203546018e-18,114.88438892578468,2.660243286586475e-18,197.0717392856789,5.081444031734053e-19,1510.8594891988084,673.7203059755311,974.97656053265,1094.6074445411575,1160.9876817758295,385.97031914495733,1078.0243338164528,607.7145208261115,703.1401274718648,424.7896537150742,1.34781018665162e-17,2.6063782822969497e-18,508.5009093712005,494.02065624985306,525.3520576253733,5.766034684753056e-18,1.0695262230312125e-18,387.27716250326705,142.9987690482996,510.48977289185297
0.9249936653200592,3.705842540657356e-27,4.4110853128025734e-7,1.1026521338092019e-7,3.0047683545414636e-7,2.0008413429766717e-18,114.88436645687169,2.5069313862822482e-18,197.07170074268973,4.788596439664997e-19,1510.859193950659,673.720174318898,974.9763700053195,1094.6072306358774,1160.9874548986998,385.97024373845056,1078.0241231675707,607.7144020940128,703.1399900660884,424.7895707038081,1.270134832134189e-17,2.456170664719211e-18,508.5008099906378,494.0205597088639,525.3519549678792,5.433733599138177e-18,1.007888590856546e-18,387.27708681446956,142.99874110738455,510.4896731337812
0.9262664287184078,3.547286422199068e-27,4.4675596312773774e-7,1.1028342232042847e-7,3.0432378542174054e-7,1.8866530708827365e-18,114.8843442128016,2.3638604906002264e-18,197.07166258539417,4.515310626805706e-19,1510.8589016598123,673.720043980981,974.9761813863736,1094.607018873143,1160.987230294046,385.97016908724686,1078.0239146286226,607.714284551183,703.1398540366134,424.7894885240102,1.197648074600755e-17,2.3159966903269984e-18,508.50071160549976,494.0204641349838,525.3518533388492,5.123629726797462e-18,9.50368259907539e-19,387.27701188379314,142.99871344641986,510.4895743750629
0.9275391921167564,3.3912075239760014e-27,4.520852330150097e-7,1.1029362368069001e-7,3.0795400800322903e-7,1.7789818191189606e-18,114.88432196853586,2.228955021356044e-18,197.07162442776303,4.2576219428437365e-19,1510.8586093690221,673.7199136430893,974.9759927674642,1094.6068071104496,1160.9870056894358,385.97009443606004,1078.023706089717,607.7141670083794,703.1397180071647,424.78940634422815,1.1292983239830558e-17,2.1838228075542674e-18,508.50061322037936,494.0203685612395,525.3517517100411,4.8312242852863394e-18,8.961307631614954e-19,387.2769369531302,142.99868578554097,510.489475616501
0.9288119555151051,3.234699614639444e-27,4.571147779793491e-7,1.1029575990321862e-7,3.113800622452487e-7,1.6774561967387802e-18,114.88429972408589,2.1017496485100872e-18,197.07158626981587,4.0146415410467217e-19,1510.8583170782888,673.7197833052228,974.9758041485911,1094.606595347797,1160.9867810848689,385.9700197848902,1078.0234975508538,607.714049465602,703.1395819777423,424.7893241644621,1.0648498211759465e-17,2.0591931084270403e-18,508.5005148352766,494.02027298762425,525.3516500814433,4.55550867918808e-18,8.449890189746885e-19,387.27686202248066,142.99865812474332,510.4893768580876
0.9300847189134537,3.0865423638041174e-27,4.618563399452205e-7,1.1029948831965992e-7,3.1460994657915025e-7,1.5817233092831055e-18,114.88427747946254,1.981802216920201e-18,197.0715481115712,3.785524842041213e-19,1510.8580247876114,673.7196529673814,974.9756155297548,1094.6063835851858,1160.9865564803456,385.9699451337343,1078.0232890120305,607.7139319228465,703.1394459483462,424.78924198471185,1.0040785486351127e-17,1.9416743906530814e-18,508.5004164501931,494.0201774141336,525.3515484530468,4.295524544377877e-18,7.967652629702609e-19,387.27678709184585,142.99863046402314,510.4892780998172
0.9313582332968258,2.9438084300273282e-27,4.663308927981134e-7,1.1030125748827841e-7,3.1765794811636445e-7,1.4914025116412423e-18,114.88425522155042,1.8686358016438347e-18,197.07150993053116,3.569360851176788e-19,1510.857732324527,673.7195225526605,974.9754267996617,1094.6061716976662,1160.9863317433394,385.9698704385461,1078.0230803502013,607.7138143107595,703.1393098387133,424.78915975648795,9.467428727073216e-18,1.8307993861316636e-18,508.5003180070769,494.02008178436836,525.3514467648756,4.050238153674576e-18,7.512677518812807e-19,387.27671211701295,142.99860278705515,510.4891792834105
0.9326317476801977,2.804929884929062e-27,4.7055032978827434e-7,1.1030225672861493e-7,3.205321683692048e-7,1.4062395053474431e-18,114.88423296348438,1.7619317823262797e-18,197.07147174922707,3.36554095814025e-19,1510.8574398614992,673.7193921379647,974.9752380696051,1094.6059598101879,1160.9861070063766,385.9697957433726,1078.0228716884128,607.7136966986956,703.1391737291067,424.78907752827996,8.926813646364155e-18,1.7262559259770243e-18,508.5002195639796,494.0199861547156,525.3513450768853,3.818958902558438e-18,7.083683873379019e-19,387.2766371421945,142.99857511015657,510.48908046713274
0.9339052620635698,2.6679250981993923e-27,4.7452922746956934e-7,1.1030247990437192e-7,3.2324253667811066e-7,1.325940191435939e-18,114.88421070527345,1.6613216710320083e-18,197.07143356767443,3.173361298427855e-19,1510.857147398528,673.7192617232943,974.975049339585,1094.6057479227504,1160.9858822694575,385.9697210482138,1078.0226630266648,607.7135790866547,703.1390376195264,424.7889953000879,8.417073302942887e-18,1.6276829834468617e-18,508.50012112090127,494.0198905251699,525.3512433890668,3.600888099323243e-18,6.679190221695625e-19,387.2765621673904,142.99854743332372,510.4889816509776
