0 -> U3L2,0 -> U2
6.056436462442348e-05,1.0175817234833113e-05
8.364662386178258e-05,7.076160367474971e-06
8.498791627683197e-05,9.277413060403013e-06
0.0001070266517999819,7.826807625398445e-06
0.00015694762553075935,7.3814148461807535e-06
0.00011307997089644529,7.69695467689864e-06
