Time ,U0,U1,U2,U3,L0,L1,L2,L3,L4,U3L3,U0L3,U0L2,U0L4,U1L3,U1L0,U1L2,U2L2,U2L4,U3L4,U3L0
0.08716660293886197,11.511319870768881,414.2277345862767,3.738653063670612,1.3339319757912118,4.4584961735991655,391.9361158417711,22.56781852878184,0.7533172895330396,4.095908762001711,764.9272950122805,1038.9089949604215,524.0392157226298,306.4319507853104,58.66533899102482,1467.998853403924,776.9775773003014,361.6630280820148,371.6826613652092,1071.6658909859495,314.40355810093035
0.08771097464398153,11.457918896467323,412.8811540468114,3.7245473665755533,1.3272805957581886,4.433422860373637,390.6149875781225,22.510955311102933,0.7489103330685759,4.082642025188865,765.0512675269682,1038.9957209635243,523.6302445800503,306.4485261860035,58.45823441159104,1468.5687134446878,777.4378112348958,361.66866109491514,371.45126661556367,1071.888796831823,313.8597712181517
0.08825534634910108,11.405117129379681,411.54283269500326,3.7105392189810016,1.3206835055468946,4.408778150519723,389.30078666192094,22.455326758770408,0.7445785329881252,4.069719750020326,765.1745566051912,1039.0816796048637,523.2230521268408,306.4650559426626,58.25251077305815,1469.135388589636,777.8951149814343,361.67421119689413,371.2206882851722,1072.1106221439634,313.3187374810743
0.08879971805422063,11.352898408293806,410.212670517303,3.6966274848187286,1.3141398114273857,4.384549034240873,387.99345863442636,22.400895507141538,0.7403193652883087,4.057131089119084,765.2971719642842,1039.1668830639521,522.8176260234936,306.4815454020752,58.0481486290894,1469.6989278367114,778.3495271500807,361.6796894727405,370.99091187515455,1072.3313862570913,312.78042089607203
0.0893577963964437,11.299953965639467,408.8573838193937,3.6824643351739597,1.307486072560819,4.360128527944533,386.6602919495427,22.346298414758657,0.7360261996065534,4.044560614948429,765.4221849128439,1039.253460218469,522.4038124762709,306.49841363451145,57.84003434305771,1470.2734505716471,778.8124191199879,361.6852423118225,370.7561677315312,1072.5566271033051,312.2313339527105
0.08991587473866677,11.24759007393815,407.51046615691666,3.668400072776088,1.3008869734366442,4.336119248107397,385.3342347627812,22.292883409861922,0.7318049794181085,4.03231849659153,765.5465092168147,1039.339268403839,521.9918291224765,306.51525031174646,57.63331106862554,1470.844776966375,779.2723522198836,361.6907419806668,370.52223694489936,1072.7807922169818,311.68502880177806
0.09047395308088983,11.195791408017847,406.17181645981555,3.654433496739169,1.2943418052091846,4.312508981305142,384.0152304522963,22.240613805330636,0.7276536269916261,4.020394029210363,765.6701543071126,1039.4243196268283,521.5816627269647,306.53206058357915,57.42795937337261,1471.4129552714105,779.729365696059,361.6961991463825,370.2891052528125,1073.0039007644755,311.1414694033499
0.0910320314231129,11.144543261582935,404.84133589611184,3.6405634924147954,1.2878496761931986,4.289285659716029,382.7032230571463,22.189454567452763,0.7235697866117975,4.008777086388,765.7931295818988,1039.5086256346165,521.1733000786209,306.5488493485641,57.223960395950776,1471.9780325918878,780.1834975575662,361.7016240360994,370.05675878097253,1073.2259712178138,310.6006207180095
0.09160396730836752,11.092579064816084,403.4861930573063,3.626448078780221,1.2812506809681259,4.265875369317178,381.36583927976767,22.138141237615233,0.7194526005658791,3.9971803339001775,765.9184727904719,1039.5942637100704,520.7566551571687,306.56603763822153,57.01628018230879,1472.5539714359545,780.6459553483728,361.7071604502002,369.81944361680877,1073.4524976570608,310.0491189883448
0.09217590319362216,11.041163749613633,402.13942644005954,3.61243168129009,1.2747059488541987,4.2428478439106385,380.03568731531817,22.087922653049738,0.7154022692116686,3.98588578590596,766.0431312703466,1039.6791429518357,520.3418767266552,306.58321321125163,56.80998199192923,1473.1267489594147,781.1054654735752,361.71268351077174,369.5829250054142,1073.677971588195,309.5003923192866
