"Time ",U0,U1,U2,U3,L0,L1,L2,L3,L4,U1L1,U0L1,U0L0,U0L4,U1L4,U2L0,U2L3,U3L0,U3L3
0,293,345,290,366,283,404,613,628,766,298,986,48,626,907,538,595,433,68
0.000008343179175543622,292.3417556439186,344.1183567693908,290.31311276581766,365.54960731848064,282.45964340891675,403.51172644327795,612.9364953369125,627.1400971248042,766.2748701810508,299.01663994130723,985.449614987516,49.335312545743484,625.8499051222283,906.8334435789877,537.7087932891612,594.9521985749593,432.4913742982519,68.88768593598907
0.00001861935108549804,291.53332950622246,343.0361731002228,290.69720591795686,364.995879589261,281.79626309109165,402.91157824617005,612.8583630134275,626.0833934381359,766.6129903189338,300.2650061923146,984.7743188428049,50.97494565409126,625.6652199334696,906.6285365714195,537.3515199903777,594.8934527432872,431.8664188279103,69.97858462847186
0.000033390022465258004,290.3757968595435,341.48783531784,291.2462839267094,364.2019228856803,280.8469107463912,402.0513540081408,612.7462225474756,624.5691914465615,767.098160230616,302.0520340174494,983.8086748838741,53.321988048597056,625.4001130285193,906.3344682352997,536.8406810283873,594.8092645673178,430.9710361924568,71.54188897359899
0.00005017784412070356,289.06656413191433,339.7382379172359,291.86607036751724,363.302329717658,279.7738437367308,401.0770926578492,612.6190025200108,622.8548636188259,767.6483995849972,304.0726656539769,982.7182755119112,55.975723603323004,625.099304803176,906.0008955835176,536.2639125736948,594.7139376122793,429.95752200343753,73.31195482193456
0.0000669656657761491,287.7640784512715,337.99939814191464,292.48134272984316,362.405691998411,278.707040170482,400.10647281292313,612.4920311800429,621.1475831791855,768.1973839575714,306.0822706542434,981.6353837480513,58.61485272283106,624.7990263028533,905.6680168732606,535.6911894595333,594.6189899014009,428.9483924246514,75.07489829857445
0.00007772723118831893,286.9326711223579,336.8903616930027,292.87339588176775,361.8324650710339,278.026453773998,399.48617945920114,612.4107684674347,620.0568464464997,768.548645596381,307.36473512201206,980.9451312257999,60.29899293677497,624.6068136615121,905.4549938781274,535.3261665919413,594.5583237021916,428.3037995753606,76.20127723725936
0.00008848879660048876,286.1040095041102,335.78568891774694,293.26361864041314,361.26044372328874,277.3484072115658,398.86737037312065,612.3296071272866,618.968978637538,768.8993974079875,308.64272506204355,980.2579190054719,61.977205366774584,624.4148150505902,905.242253999192,534.9627834076439,594.4978119544842,427.66099012170787,77.32475606739507
0.00009925036201265859,285.2780831958126,334.6853578541651,293.65202048153196,360.68962451102163,276.67288737990606,398.25004084617893,612.248546841936,617.883969289193,769.2496416538443,309.91626232166135,979.573729836469,63.64951872592251,624.223029074443,905.0297964431454,534.6010311669197,594.4374541218451,427.0199569607931,78.44534510841522
0.00011001192742482842,284.4548818378036,333.58934668279096,294.0386108185389,360.12000400486716,275.9998812650503,397.6341861836227,612.1675872950198,616.801807988413,769.5993805770095,311.18536860900963,978.8925465938248,65.31596154695013,624.0314543528392,904.8176204192299,534.2409011877888,594.3772496712245,426.38069302482717,79.56305463063012
0.000123911317635019,283.3956697426524,332.1801215947769,294.5352563793021,359.38606366042904,275.1343410653766,396.8409374893263,612.0631703762855,615.4083112890316,770.0503511178473,312.8179948064155,978.017166800191,67.45965909995728,623.7843312674037,904.5439941016988,533.778152340888,594.2997171147705,425.5576412526536,81.00241779110047
0.00013781070784520957,282.3409639882424,330.7780203225603,295.02891563193975,358.6541099474366,274.27294499454683,396.0501312606571,611.9589203054284,614.0195261318149,770.5004871540311,314.443311485388,977.1467367398624,69.59367151937717,623.5375554123681,904.270834418984,533.318076880297,594.2224384093413,424.73751405476605,82.43701637039453
0.00015171009805540017,281.29074255484056,329.38299689651615,295.5196084045854,357.92413558536356,273.4156656655851,395.2617574831772,611.8548364103954,612.635430447551,770.949793386489,316.0613644020194,976.2812204322864,71.7180589643059,623.2911239260277,903.9981396840109,532.8606565204669,594.1454124309147,423.920296459976,83.86687213719263
0.00016560948826559074,280.24498353587956,327.9950057286218,296.00735435817035,357.19613333346103,272.5624759300561,394.4758061813204,611.7509180226635,611.2560023025281,771.3982744670486,317.67219893923357,975.4205822317831,73.83288110992751,623.0450339872654,903.7259082170589,532.4058731307705,594.0686380644886,423.1059735923505,85.29200672726215
0.00018299325747990768,278.9433150358135,326.26889360800624,296.6132534839523,356.2883959629485,271.5011185730059,393.49622245285855,611.6211807058943,609.5373072820112,771.9580290189223,319.6767558326171,974.3510061761006,76.46448656557212,622.7377292834553,903.386081675904,531.840766030978,593.9729699040537,422.0915632404947,87.06779020495122
0.00020037702669422464,277.6485502354775,324.55362315699153,297.21461141114344,355.38371813464727,270.44606401773683,392.5203930975617,611.4916999450094,607.8258368569742,772.5165089574368,321.6701792565487,973.2889369645859,79.08133714361227,622.43094913544,903.0469739069179,531.2797207769141,593.877691444719,421.08162903970305,88.83626415303873
0.00021776079590854158,276.36064701541824,322.8491076702073,297.8114655227789,354.4820859422498,269.39726070190824,391.548298852749,611.362474455302,606.1215489996056,773.0737230720362,323.6525555760065,972.2343070325147,81.68354644994932,622.1246882862205,902.7085816655645,530.7227029003359,593.7828005629796,420.07614250701147,90.59747003387396
0.0002351445651228585,275.0795635293338,321.15526133193964,298.4038528113227,353.5834855727659,268.35465761759855,390.5799205522758,611.2335029604409,604.4244020023025,773.6296800381782,325.6239702845625,971.1870495914785,84.27122695952983,621.8189415714488,902.3709017259242,530.1696782950231,593.6882951562462,419.0750753851219,92.35144899589041
