Time ,U0,U1,U2,U3,L0,L1,L2,L3,L4,U0L0,U0L4,U1L1,U1L0,U2L1,U2L4,U2L2,U3L3,U3L1
0.0,276.0,736.0,898.0,962.0,826.0,86.0,717.0,718.0,924.0,276.0,340.0,928.0,4.0,245.0,636.0,101.0,230.0,100.0
8.949240039474966e-06,275.1332003477349,735.8410759085779,896.5292180311,959.2573726321144,823.3699721157665,86.59286917388027,715.3884922855198,717.1926281452803,923.2169051990801,277.04649551761446,339.7917613773147,926.5053062443452,5.472659485124818,244.0863270195604,636.8049321709752,102.4681616852917,230.6967692412945,101.81422073101156
2.0360677652314723e-05,274.03481579776536,735.6361993279747,894.6579906842752,955.7766364929404,820.0332050294968,87.34045748627297,713.3407011988788,716.1681988390072,922.2230797492998,278.37343226464617,339.5269859605611,924.6106063298944,7.3419045837298516,242.9289451551,637.8263339784554,104.33380506925924,231.58044567257363,104.11707948345888
3.111544310959331e-05,273.00665114608324,735.4408658378958,892.8987605197149,952.5129825490473,816.9056279190085,88.03650033110304,711.4179889446181,715.207892813371,921.2912500446408,279.616397498544,339.27822236085115,922.8363625326967,9.09482791859843,241.84596532027308,638.7838747165728,106.08550127295227,232.4083842373732,106.27671306708929
4.501734894892398e-05,271.6875971309786,735.1852065534947,890.6309350211199,948.3182370940457,812.8873306357788,88.92411359591509,708.9429873457874,713.9739561282981,920.0935880938596,281.2122448198932,338.9577781568983,920.5591985086064,11.348203814421439,240.45717876801245,640.0143673517514,108.34037132728879,233.4716279291541,109.05304131869836
6.13886601313739e-05,270.14849951213336,734.8796608074925,887.9692373446106,943.4126896448546,808.1903506587071,89.95212239718155,706.0432172749655,712.5314159156102,918.6929810626274,283.0760510516238,338.58202396415004,917.9008152173088,13.983917874601461,238.8375714835654,641.4530465908445,110.9822404368223,234.71374255672828,112.30064453119527
8.022937665694304e-05,268.3960716727676,734.522202100404,884.9180424873192,937.8126502039509,802.8313455750124,91.11245023414214,702.7258031696256,710.8853068419783,917.0940606436836,285.20048630482637,338.1517467534999,914.8722048439,16.99342342514414,236.99462160065602,643.0949828051229,114.0046208708553,236.12997570272515,116.0091235301427
8.964973491972762e-05,267.5273159228493,734.3411932692644,883.3972504623023,935.0306943433307,800.1702994165765,91.68362255344502,701.0749666111894,710.0678265482234,916.2997388683127,286.2545705342963,337.93747224182084,913.3700987545308,18.488718881147012,236.0814518058119,643.9104886290446,115.50864463519468,236.83282962361412,117.85184422440771
0.00010240556312095664,266.35879212495547,734.0937282207526,881.3430919860112,931.2827554642357,796.5864867164946,92.44760617424835,698.8479270839525,708.9667732339525,915.2295745873074,287.67332355520017,337.64824689997073,911.3489652102664,20.503485366599143,234.8536800099968,645.0089905543342,117.53763194532455,237.77899994112255,120.33488717316266
0.00011516139132218564,265.19919037208166,733.8435943819348,879.2947966268802,927.5565404402793,793.0248541496786,93.20087383603001,696.6303950226988,707.8724270296183,914.1655717831508,289.08232686266615,337.3600762093762,909.3424509158252,22.50686108889716,233.6358481081303,646.1009289872634,119.55796086867349,238.71883999986701,122.80407999548581
0.00012791721952341465,264.04841474775725,733.5908493495543,877.2523585375568,923.8518726295857,789.4852135327287,93.9435610944096,694.4223142034836,706.7847350449748,913.1076713888581,290.4816753758255,337.0729592464419,907.3504114753708,24.498930153475836,232.42785140229816,647.186360076773,121.56968191606751,239.65240068601003,125.25953651609613
0.00014067304772464367,262.90637064182226,733.3355496790653,875.2157715838658,920.1685772651358,785.9673787559013,94.67580161679285,692.2236288475087,705.7036448916151,912.0558150580714,291.8714628145018,336.7868950012695,905.3727043239099,26.47977589118941,231.2295865073044,648.265339370716,123.57284520540765,240.57973239736,127.7013692979644
0.00015563385288909888,261.5779126825426,733.0329383883137,872.8345865137013,915.8755866933064,781.868987584684,95.52148342918177,689.6567754086149,704.4440194770419,910.829758378342,293.48943101071046,336.4527215132107,903.0712030905377,28.78884142495505,229.8364522083416,649.5226843501919,125.91143843833487,241.65949307297947,130.54808830409294
0.00017059465805355407,260.26118918650644,732.7269770901868,870.4614305733389,911.6114825834703,777.8000460913031,96.35318528876606,687.1026817743675,703.1933213547687,909.6118449242978,295.09452144709013,336.11999272176695,900.7889998894811,31.08271352762091,228.45640220561023,650.7713174254093,128.23840754235013,242.73083347263199,133.37639697271177
0.0001855554632180093,258.9560541720205,732.4177517598296,868.0962924061273,907.3759925891964,773.7602646441055,97.17111319030235,684.5612602514642,701.9514685990613,908.4019842422407,296.68687920638865,335.7887065666141,898.5258740574096,33.36152264396284,227.0892764328811,652.0113251375591,130.5538313464717,243.79383238056042,136.18647045849042
0.00020051626838246448,257.6623639563503,732.1053465612982,865.7391601695442,903.1688477121891,769.7493573061287,97.9754697964574,682.0324239522398,700.718380188582,907.2000871559743,298.26664725204944,335.45886084476064,896.2816081672281,35.6253978215604,225.73491715452053,653.2427929527934,132.85778796795807,244.8485677013258,138.97848167036378
0.00021977352180080532,256.01377042863254,731.6986766284981,862.7168708650826,897.7947898570018,764.628644498797,98.99116586775995,678.7957425081815,699.1439451611735,905.6646097433028,300.2817883481414,335.0364064645762,893.4202501747978,38.5176361878826,224.01015455815718,654.8154792698872,135.80664050430508,246.1941622831486,142.54599071177387
0.00023903077521914614,254.38360881962998,731.2870459436842,859.7077981259007,892.4666966386739,759.5547107541147,99.98512377583151,675.5795884653718,697.583729848349,904.1419966842219,302.276598977514,334.61632941476233,890.589336133807,41.38561177762439,222.30596072729443,656.3743335934864,138.7367853983238,247.52635516743086,146.08421486313938
0.00025828802863748693,252.77158890676517,730.8706213514122,856.7119132864316,887.1840181555357,754.5269724916283,100.95775214965988,672.3837822908251,696.0375679468217,902.6320668212097,304.25136907005316,334.1986240193785,887.7884251967264,44.229589806745814,220.62201580825095,657.9195305744278,141.64838414841634,248.84530618877534,149.59350699251345
0.00027754528205582783,251.1774262422728,730.4495652128869,853.7291865248468,881.9462130672403,749.5448555517015,101.90945122547949,669.208146545216,694.5052954898638,901.1346422349866,306.2063832050097,333.7832842729092,885.0170846890866,47.049831876728405,218.95800586089646,659.4512421091332,144.5415964013076,250.1511729103967,153.07421424730268
0.0002981697803806694,249.48956742110389,729.9936572727755,850.5492466017353,876.3856899991583,744.2589674296942,102.90595363660614,665.8292143350358,692.8794535180516,899.5445723753858,308.2786085112092,333.3410721870531,882.0812942333347,50.04427737174307,217.19761162828038,661.0769399518351,147.62001183888108,251.53542030243312,156.7707344854152
0.000318794278705511,247.82153658514838,729.5328064886015,847.3843244435816,870.8753833635042,739.0240787883996,103.87936980711254,662.4730044691837,691.2691622880242,897.9684355281163,310.32882976780195,332.9015581525535,879.1784237448825,53.01210512354808,215.45935918254588,662.6875679164692,150.67770977977762,252.9050255108908,160.4352708807656
0.0003394187770303526,246.17300541610797,729.0671961025572,844.2343792037383,865.4146597168657,733.8395190172937,104.83016057495857,659.1393067627114,689.6742290912986,896.4060249930072,312.35737696986575,332.46473362692444,876.3079716404179,55.95362305547081,213.74288465785943,664.2833270432587,153.71487944831847,254.26017362239787,164.0682288933214
0.00036004327535519426,244.54365246517426,728.5970041172958,841.0993687494379,860.0028960070205,728.7046289051682,105.75877676354204,655.8279136192822,688.0944640899748,894.8571379609613,314.3645737110255,332.0305897145332,873.4694461174327,58.869134646042966,212.04783130306683,665.8644150237445,156.7317077766505,255.60104693486042,167.6700070714
0.00038482885545857885,242.61049919641871,728.0261311852437,837.351553407791,853.5631943309822,722.5985506675446,106.84603041702591,651.8776518673242,686.2157781793437,893.0133669891975,316.7489322683276,331.5123887149385,870.0997940931071,62.338879259310865,210.03864026244312,667.7453588887727,160.33054356026727,257.1938151490815,171.95776177924324
0.00040961443556196354,240.7040557984091,727.449181322821,833.6251665357013,847.1922726076808,716.562167506549,107.90264211014481,647.9589557148281,684.3584094079922,891.188501525098,319.10345293190534,330.9980290512881,866.7747362840663,65.77200754506231,208.0592876086652,669.6057262516448,163.90058485321248,258.76653292198625,176.20171867241433
0.0004344000156653482,238.82380190736095,726.8664351983219,829.9201280409542,840.8891068060368,710.5943981548152,108.92933928552635,644.0714792897222,682.5220443307358,889.3822108918747,321.42866227092185,330.48749343803723,863.4934726887587,69.16902146930697,206.10919338146329,671.4458418080345,167.44214330777515,260.31950107286025,180.4025315258784
0.0004591855957687328,236.96922995164783,726.2781639194643,826.2363556465832,834.6526926848877,704.6941829791792,109.9268306912233,640.2148817522836,680.7063750369704,887.5941717429265,323.72507485559805,329.98076401522775,860.2552216429193,72.53041441600706,204.1877910247786,673.2660238625025,170.95552611429082,261.8530150481831,184.5608410128081
0.0004859724160571369,234.9932208896397,725.6364840146824,822.2789610109422,827.9866547031993,698.392329895573,110.97281981286612,636.081226123604,678.7670255970297,885.681919189391,326.1751064966968,329.4373784605405,856.8029883668821,76.12372163871652,202.14287255642571,675.2111186844528,174.72125639472202,263.48880918210705,189.00783608664727
0.000512759236345541,233.04602182071602,724.9889748664101,818.3461970965394,821.3962153097322,692.1668849361884,111.98634991993276,631.9828274864883,676.8511212692031,883.7902254815857,328.5927099238,328.8983930664514,853.3991615593387,79.67659061182559,200.13013896303212,677.1336812410145,178.45480741123538,265.1025787191266,193.40669604382785
0.000539546056633945,231.1270398401989,724.3359434970938,814.4379519693538,814.8801815854338,686.0165921750878,112.96824541044994,627.9192748208291,674.9582945704417,881.9187099152717,330.97848973489687,328.3637832593737,850.0428232111528,83.18961140048017,198.1489256425465,679.0340892936892,182.1565498759224,266.69467603266656,197.7581804138675
0.0005663328769223491,229.235697437739,723.6776856961561,810.5541113634778,808.4373850221592,679.9402222728918,113.91930813315916,623.8901634568532,673.0881849373692,880.0670007192585,333.3330359831318,327.83352388613537,846.7330775441966,86.66336332678962,196.198584324847,680.9127127064687,185.82684886224982,268.2654467841257,202.06303264976071
0.0005953378501951647,227.21825381149262,722.9593553238251,806.3760433332167,801.5423355859419,673.4426477512412,114.91526031620285,619.5657869176658,671.0884230963393,878.0838699730269,335.8480030913168,327.2642308774611,843.2007875192218,90.3811458371169,194.1208204988219,682.9227546209114,189.76603604460524,269.9426331675584,206.67261795047105
0.0006243428234679807,225.231863283228,722.2355785096158,802.2263010665363,794.7303916307817,667.0288422322869,115.876936395819,615.2808273354362,669.114441869095,876.1230866575243,338.3277369850759,326.6999751119579,839.7210206090941,94.05426129236449,192.07773082717617,684.9081287838553,193.66922708832118,271.59563365294366,211.2292846637096
