Time,U0,U1,U2,U3,L0,L1,L2,L3,L4,U2L2,U0L0,U0L1,U0L4,U1L2,U1L1,U2L1,U2L4,U3L2,U3L4,U3L0
0.0,350.0,600.0,202.0,126.0,406.0,794.0,464.0,808.0,392.0,547.0,620.0,2.0,814.0,965.0,353.0,627.0,3.0,607.0,954.0,430.0
1e-05,348.6,598.7,200.9,126.5,407.0,789.6,464.3,808.0,391.8,547.9,619.8,4.5,813.1,964.4,354.9,627.0,3.2,606.4,954.9,429.2
2e-05,347.2,598.0,199.6,126.8,407.9,786.6,462.9,808.0,392.2,548.7,619.9,6.9,812.0,964.6,355.4,627.1,3.6,606.8,955.2,428.2
3.0000000000000004e-05,345.3,597.6,198.2,126.8,408.0,784.5,461.6,808.0,391.8,550.5,620.8,8.8,811.1,964.2,356.2,626.5,3.8,606.7,956.3,427.2
4e-05,344.3,596.4,197.3,127.2,409.6,780.7,461.3,808.0,391.6,551.3,620.4,11.0,810.3,963.8,357.8,626.5,3.9,606.6,957.2,426.0
5.000000000000001e-05,343.4,594.8,196.2,127.9,410.2,776.4,462.0,808.0,391.7,552.0,620.5,13.1,809.0,963.2,360.0,626.5,4.3,605.8,958.0,425.3
6.000000000000001e-05,342.3,593.5,194.7,128.5,410.8,772.2,461.7,808.0,392.3,553.0,620.8,14.8,808.1,962.4,362.1,626.9,4.4,605.9,958.2,424.4
7e-05,340.3,591.5,193.7,130.1,410.9,768.5,461.8,808.0,392.4,553.7,621.4,17.2,807.1,962.9,363.6,626.7,4.9,604.6,958.6,423.7
8e-05,339.4,590.4,192.3,131.3,411.6,765.8,461.8,808.0,392.2,554.9,621.5,18.6,806.5,962.6,365.0,626.6,5.2,603.7,959.1,422.9
9e-05,337.9,589.3,191.5,132.0,412.1,763.3,460.2,808.0,393.1,555.7,622.3,20.7,805.1,963.1,365.6,626.4,5.4,604.0,959.4,421.6
0.00010000000000000002,337.3,588.2,190.5,132.3,413.4,759.8,460.0,808.0,393.1,556.5,622.0,22.8,803.9,962.9,366.9,626.5,5.5,603.6,960.5,420.6
0.00011,335.9,586.7,189.2,133.4,413.6,756.2,459.6,808.0,393.8,557.5,623.0,24.7,802.4,962.8,368.5,626.6,5.7,603.1,961.1,419.4
0.00012000000000000002,334.9,586.0,188.0,133.5,413.6,752.5,460.2,808.0,394.1,558.1,623.4,26.7,801.0,962.3,369.7,627.1,5.8,602.4,962.1,419.0
0.00013,333.2,584.3,187.3,134.3,413.9,749.8,459.5,808.0,393.9,558.6,624.2,28.8,799.8,963.3,370.4,627.0,6.1,601.6,963.2,417.9
0.00014,332.5,583.3,186.4,134.7,415.0,745.9,460.1,808.0,393.9,559.2,624.0,31.0,798.5,962.7,372.0,627.1,6.3,601.0,964.3,417.0
0.00015,331.1,582.0,185.5,135.9,415.7,742.0,460.6,808.0,394.2,560.0,624.5,33.1,797.3,962.3,373.7,627.2,6.3,600.1,965.2,415.8
0.00016,330.1,580.6,184.6,136.6,416.2,739.0,460.0,808.0,394.7,560.9,624.8,34.9,796.2,962.2,375.2,626.9,6.6,599.9,965.5,415.0
0.00017,329.2,579.9,183.2,137.5,416.2,735.9,460.6,808.0,395.1,562.2,625.1,36.5,795.2,961.4,376.7,626.9,6.7,598.8,966.0,414.7
0.00018,327.3,579.0,182.6,138.6,417.0,733.4,460.9,808.0,394.2,563.0,625.4,37.9,795.4,960.8,378.2,626.5,6.9,598.3,966.5,413.6
0.00019000000000000004,326.4,577.2,181.8,139.8,417.8,730.4,460.9,808.0,394.1,563.5,625.5,39.6,794.5,961.4,379.4,626.6,7.1,597.2,967.3,412.7
0.00020000000000000004,325.1,576.8,180.6,139.8,418.0,727.0,461.0,808.0,394.3,564.4,625.8,41.3,793.8,960.3,380.9,626.8,7.2,597.3,967.7,412.2
0.00021000000000000006,324.5,575.5,179.5,140.3,418.5,724.0,461.2,808.0,394.1,565.5,625.9,42.5,793.1,959.8,382.7,626.8,7.2,596.5,968.6,411.6
0.00022,323.3,573.7,178.4,141.8,418.5,721.1,461.4,808.0,394.2,566.4,627.2,43.4,792.1,959.7,384.6,626.9,7.3,595.5,969.4,410.3
0.00023,322.5,572.8,177.3,142.2,418.3,717.4,461.2,808.0,395.9,567.0,627.8,45.6,790.1,959.4,385.8,627.2,7.5,595.4,969.5,409.9
0.00024000000000000003,321.8,570.8,176.9,143.1,419.4,714.0,461.2,808.0,396.0,567.5,628.0,47.2,789.0,959.7,387.5,627.3,7.3,594.6,970.7,408.6
0.00025000000000000006,320.0,570.4,175.9,143.4,419.5,710.2,461.4,808.0,396.6,568.3,628.5,49.7,787.8,958.8,388.8,627.3,7.5,594.5,971.1,408.0
0.00026,318.6,569.0,174.6,144.2,420.8,706.8,461.1,808.0,395.7,569.4,628.3,51.9,787.2,959.1,389.9,627.4,7.6,593.4,972.5,406.9
0.00026999999999999995,318.1,568.1,173.7,144.2,421.4,703.4,460.9,808.0,396.4,570.1,627.8,54.2,785.9,958.9,391.0,627.4,7.8,593.1,972.9,406.8
0.00028,316.8,566.4,172.7,145.1,421.9,699.4,460.8,808.0,396.9,570.7,628.2,56.4,784.6,958.9,392.7,627.5,8.1,592.6,973.4,405.9
0.00028999999999999995,315.9,564.9,172.0,146.0,422.3,697.1,461.1,808.0,396.3,571.5,628.7,57.2,784.2,958.7,394.4,627.3,8.2,591.7,974.3,405.0
0.0003,314.8,563.7,171.3,146.6,422.6,694.3,460.8,808.0,396.7,572.4,628.6,59.2,783.4,958.8,395.5,627.0,8.3,591.0,974.6,404.8
0.00031,314.2,562.7,170.3,146.7,423.6,690.9,461.2,808.0,396.2,572.7,628.2,60.6,783.0,958.3,397.0,627.5,8.5,590.8,975.3,404.2
0.00032,313.8,561.5,169.5,147.0,423.5,688.0,461.3,808.0,397.0,573.4,628.6,62.0,781.6,958.1,398.4,627.6,8.5,590.2,975.9,403.9
0.00033000000000000005,312.3,559.8,168.7,147.8,424.2,685.0,460.3,808.0,397.1,574.4,628.9,64.0,780.8,958.5,399.7,627.3,8.6,589.8,976.5,402.9
0.00034,310.9,558.0,168.1,148.7,423.8,682.9,459.2,808.0,397.8,574.9,630.1,65.4,779.6,959.6,400.4,627.3,8.7,589.3,976.9,402.1
0.00035000000000000005,310.3,557.0,166.9,149.3,423.4,681.0,459.1,808.0,398.0,575.9,630.9,66.1,778.7,959.5,401.5,627.4,8.8,588.5,977.5,401.7
0.00036,309.9,556.0,165.7,149.8,424.0,677.9,459.5,808.0,398.0,576.9,630.5,67.9,777.7,958.9,403.1,627.1,9.3,587.7,978.0,401.5
