Time,U0,U1,U2,U3,L0,L1,L2,L3,L4,U3L3,U0L3,U0L0,U1L3,U1L0,U2L4,U2L2,U3L0
0.0,644.0,785.0,579.0,631.0,471.0,498.0,857.0,158.0,888.0,663.0,814.0,779.0,869.0,208.0,453.0,70.0,439.0
1e-05,643.5,786.0,577.4,629.6,469.2,498.0,854.5,158.9,888.9,664.7,813.8,779.7,866.6,209.4,452.1,72.5,438.7
2e-05,642.5,786.7,576.5,628.0,466.3,498.0,853.3,159.9,889.2,666.1,813.6,780.9,864.4,210.9,451.8,73.7,438.9
3.0000000000000004e-05,641.2,788.0,574.4,626.2,463.6,498.0,851.3,160.8,889.1,667.4,814.0,781.8,861.8,212.2,451.9,75.7,439.4
4e-05,639.9,788.4,573.3,625.0,460.9,498.0,850.2,161.4,889.1,668.6,814.0,783.1,860.0,213.6,451.9,76.8,439.4
5.000000000000001e-05,639.0,788.8,572.1,623.7,458.5,498.0,849.0,162.0,889.1,669.9,814.1,783.9,858.0,215.2,451.9,78.0,439.4
6.000000000000001e-05,638.3,789.2,570.8,622.1,455.7,498.0,847.5,162.9,889.3,671.6,813.4,785.3,856.1,216.7,451.7,79.5,439.3
7e-05,637.7,789.5,569.2,621.1,453.9,498.0,845.4,163.4,889.8,672.8,813.2,786.1,854.6,217.9,451.2,81.6,439.1
8e-05,636.9,789.3,567.2,619.9,451.2,498.0,843.4,163.9,889.8,674.2,813.2,786.9,852.7,220.0,451.2,83.6,438.9
9e-05,635.8,790.6,566.0,618.2,449.3,498.0,841.8,164.3,890.2,676.2,813.0,788.2,850.5,220.9,450.8,85.2,438.6
0.00010000000000000002,634.7,791.9,564.3,616.3,447.1,498.0,839.7,164.8,890.6,677.9,813.4,788.9,847.9,222.2,450.4,87.3,438.8
0.00011,633.8,792.6,562.6,615.0,445.2,498.0,837.4,165.2,891.2,679.5,813.3,789.9,846.0,223.4,449.8,89.6,438.5
0.00012000000000000002,632.5,793.0,561.7,613.9,443.4,498.0,835.6,165.0,892.1,681.0,814.1,790.4,843.9,225.1,448.9,91.4,438.1
0.00013,631.5,793.6,560.9,612.5,441.3,498.0,834.5,165.3,892.4,682.5,813.8,791.7,842.4,226.0,448.6,92.5,438.0
0.00014,630.5,794.6,559.7,611.0,438.7,498.0,833.0,166.4,892.7,683.9,813.7,792.8,840.0,227.4,448.3,94.0,438.1
0.00015,629.4,795.5,558.8,610.1,437.1,498.0,831.3,166.9,893.5,685.0,813.6,794.0,838.5,228.0,447.5,95.7,437.9
