0 -> L1,0 -> U0L2
0.00014053964597141386,6.668853316253725e-05
9.771090834460163e-05,5.857615398202269e-05
0.0001262750088285482,3.7774087731058835e-05
0.00018884363413513636,3.29588430723292e-05
0.0001682755126706494,1.7743744409679504e-05
0.00014504064843529494,1.7122371432816714e-05
