input range (species/sec),tau (sec),fitness_means,fitness_stds
0.0001,0.1,42.7136500418982,0.0
0.0001,0.2,63.84776546910702,0.0
0.0001,0.3,14.673054523405636,0.0
0.0001,0.4,88.67423209438635,0.0
0.0001,0.5,12.392961880902638,0.0
0.0001,0.6,14.878604070227192,0.0
0.0002,0.1,94.9833134919866,0.0
0.0002,0.2,17.456271612033177,0.0
0.0002,0.3,19.897037440560702,0.0
0.0002,0.4,16.760892205830142,0.0
0.0002,0.5,8.201477898692215,0.0
0.0002,0.6,10.082247069815649,0.0
0.0003,0.1,64.36514551501007,0.0
0.0003,0.2,144.89123763591567,0.0
0.0003,0.3,63.7051031767034,0.0
0.0003,0.4,78.19928988969708,0.0
0.0003,0.5,15.255080823654113,0.0
0.0003,0.6,99.31551102620368,0.0
0.0004,0.1,130.90729339603732,0.0
0.0004,0.2,139.60756654380336,0.0
0.0004,0.3,16.683837975561666,0.0
0.0004,0.4,7.616665479618806,0.0
0.0004,0.5,14.233330868803936,0.0
0.0004,0.6,12.923537775884059,0.0
0.0005,0.1,22.181641192957752,0.0
0.0005,0.2,21.167503459632513,0.0
0.0005,0.3,38.110434265392776,0.0
0.0005,0.4,22.251955381769655,0.0
0.0005,0.5,27.96802726817604,0.0
0.0005,0.6,8.44998958340367,0.0
0.0006,0.1,28.303495275266076,0.0
0.0006,0.2,20.334853319349754,0.0
0.0006,0.3,13.412789191896106,0.0
0.0006,0.4,9.551606342340184,0.0
0.0006,0.5,24.85823913857422,0.0
0.0006,0.6,16.766577190397836,0.0
