input range (species/sec),tau (sec),NRMSE_means,NRMSE_stds
0.0001,0.1,0.033895276777518184,0.0
0.0001,0.2,0.06036730662374972,0.0
0.0001,0.3,0.07142236414488504,0.0
0.0001,0.4,0.09596155962083684,0.0
0.0001,0.5,0.17322290725445874,0.0
0.0001,0.6,0.28251049453230603,0.0
0.0002,0.1,0.08214523284538253,0.0
0.0002,0.2,0.07467187963184276,0.0
0.0002,0.3,0.06458510052780433,0.0
0.0002,0.4,0.0929495611804137,0.0
0.0002,0.5,0.17079638718139692,0.0
0.0002,0.6,0.2143267028320389,0.0
0.0003,0.1,0.048099347614570485,0.0
0.0003,0.2,0.057545092068068265,0.0
0.0003,0.3,0.06960231381271191,0.0
0.0003,0.4,0.1044133790798762,0.0
0.0003,0.5,0.15713750042171742,0.0
0.0003,0.6,0.20744508957095828,0.0
0.0004,0.1,0.03679424206306264,0.0
0.0004,0.2,0.057966562166975856,0.0
0.0004,0.3,0.06888390209808262,0.0
0.0004,0.4,0.09808538995790839,0.0
0.0004,0.5,0.1404242734584897,0.0
0.0004,0.6,0.22733306413697624,0.0
0.0005,0.1,0.055335367081875975,0.0
0.0005,0.2,0.055396622655692535,0.0
0.0005,0.3,0.07251762950816834,0.0
0.0005,0.4,0.08569166463548956,0.0
0.0005,0.5,0.1569760664174147,0.0
0.0005,0.6,0.24492746062124987,0.0
0.0006,0.1,0.03992978745878975,0.0
0.0006,0.2,0.06483439005099526,0.0
0.0006,0.3,0.08838243856197214,0.0
0.0006,0.4,0.08959284382059099,0.0
0.0006,0.5,0.15502513271113108,0.0
0.0006,0.6,0.2242498324862587,0.0
