input range (species/sec),tau (sec),fitness_means,fitness_stds
0.0001,0.1,191.12526122577356,0.0
0.0001,0.2,16.65232772150996,0.0
0.0001,0.3,33.29581831776804,0.0
0.0001,0.4,9.84558649334429,0.0
0.0001,0.5,75.38006189764971,0.0
0.0001,0.6,54.89343569396126,0.0
0.0002,0.1,13.10657012223861,0.0
0.0002,0.2,25.630183944525523,0.0
0.0002,0.3,5.862377559820931,0.0
0.0002,0.4,23.712908654330402,0.0
0.0002,0.5,6.105558698765081,0.0
0.0002,0.6,3.3133447339887345,0.0
0.0003,0.1,21.540492378910816,0.0
0.0003,0.2,132.74863426451597,0.0
0.0003,0.3,40.500298208935405,0.0
0.0003,0.4,27.585124665439814,0.0
0.0003,0.5,25.40575759345834,0.0
0.0003,0.6,5.996212998473413,0.0
0.0004,0.1,42.43587208866666,0.0
0.0004,0.2,8.132819193439278,0.0
0.0004,0.3,15.30518110756751,0.0
0.0004,0.4,17.213718733658766,0.0
0.0004,0.5,10.565908826802978,0.0
0.0004,0.6,3.085859822673057,0.0
0.0005,0.1,74.19549418026651,0.0
0.0005,0.2,9.998300356763831,0.0
0.0005,0.3,5.677897368503244,0.0
0.0005,0.4,12.059564836883464,0.0
0.0005,0.5,5.013520191546892,0.0
0.0005,0.6,4.048239246514085,0.0
0.0006,0.1,25.678959092316333,0.0
0.0006,0.2,15.493046982178447,0.0
0.0006,0.3,13.575920573896058,0.0
0.0006,0.4,653.1984509012694,0.0
0.0006,0.5,27.043476423302813,0.0
0.0006,0.6,4.372237989558181,0.0
