Time,U0,U1,U2,U3,L0,L1,L2,L3,L4,U0L0,U0L4,U1L0,U1L3,U2L0,U2L4,U3L3,U3L1
0.0,797.0,10.0,896.0,131.0,340.0,42.0,150.0,627.0,571.0,880.0,401.0,666.0,253.0,525.0,490.0,152.0,484.0
1e-05,793.4,10.6,897.0,130.8,340.3,42.0,150.0,626.3,569.2,881.8,402.8,664.9,253.5,524.0,490.0,152.2,484.0
2e-05,790.9,11.7,896.4,130.8,340.3,42.0,150.0,625.9,567.6,883.7,403.4,663.4,253.9,523.6,491.0,152.2,484.0
3.0000000000000004e-05,788.7,12.2,896.3,130.7,340.1,42.0,150.0,625.4,566.4,885.1,404.2,662.5,254.3,523.3,491.4,152.3,484.0
4e-05,786.2,12.8,896.9,130.6,340.6,42.0,150.0,624.7,565.2,886.6,405.2,661.3,254.9,522.5,491.6,152.4,484.0
5.000000000000001e-05,783.4,13.3,897.2,130.5,341.1,42.0,150.0,624.1,563.2,887.8,406.8,660.3,255.4,521.8,492.0,152.5,484.0
6.000000000000001e-05,781.3,14.0,897.0,130.4,340.9,42.0,150.0,623.3,562.5,889.7,407.0,658.9,256.1,521.5,492.5,152.6,484.0
7e-05,777.5,15.3,898.0,130.3,341.5,42.0,150.0,622.8,560.8,891.8,408.7,657.2,256.5,520.5,492.5,152.7,484.0
8e-05,774.6,16.0,897.8,130.3,341.8,42.0,150.0,622.4,558.5,892.9,410.5,656.1,256.9,520.2,493.0,152.7,484.0
9e-05,771.9,17.0,897.5,130.3,341.7,42.0,150.0,621.8,557.2,894.7,411.4,654.5,257.5,520.1,493.4,152.7,484.0
0.00010000000000000002,768.2,17.7,897.8,129.9,341.3,42.0,150.0,621.1,555.2,896.7,413.1,653.5,257.8,519.5,493.7,153.1,484.0
0.00011,764.6,18.5,898.6,129.8,342.0,42.0,150.0,620.3,553.2,898.8,414.6,652.0,258.5,518.2,494.2,153.2,484.0
0.00012000000000000002,761.6,19.3,898.7,129.8,341.8,42.0,150.0,620.2,551.4,900.9,415.5,651.1,258.6,517.2,495.1,153.2,484.0
0.00013,758.9,20.1,899.3,129.8,342.1,42.0,150.0,619.7,550.3,902.8,416.3,649.8,259.1,516.3,495.4,153.2,484.0
0.00014,755.9,21.2,899.8,129.8,342.4,41.9,150.0,619.0,549.4,905.3,416.8,647.9,259.9,515.4,495.8,153.1,484.1
0.00015,751.9,22.1,900.7,129.8,342.2,41.9,150.0,618.3,548.1,908.0,418.1,646.3,260.6,514.5,495.8,153.1,484.1
0.00016,748.9,23.0,900.3,129.7,341.1,41.9,150.0,618.0,546.9,910.4,418.7,645.2,260.8,514.3,496.4,153.2,484.1
0.00017,744.8,24.2,901.2,129.5,341.3,41.9,150.0,617.2,545.3,913.2,420.0,643.4,261.4,513.1,496.7,153.4,484.1
0.00018,742.5,25.2,901.1,129.4,341.4,41.9,150.0,616.4,544.5,915.3,420.2,641.7,262.1,512.6,497.3,153.5,484.1
0.00019000000000000004,740.0,25.7,901.0,129.3,341.2,41.8,150.0,615.8,543.2,917.1,420.9,640.6,262.7,512.1,497.9,153.5,484.2
0.00020000000000000004,737.7,26.1,901.1,128.8,341.1,41.8,150.0,615.0,541.8,918.2,422.1,639.9,263.0,511.8,498.1,154.0,484.2
0.00021000000000000006,734.4,26.9,901.8,128.8,340.9,41.8,150.0,614.5,540.7,920.4,423.2,638.6,263.5,511.1,498.1,154.0,484.2
0.00022,731.4,27.7,901.8,128.8,340.2,41.8,150.0,614.1,539.6,922.6,424.0,637.4,263.9,510.8,498.4,154.0,484.2
0.00023,727.8,28.7,902.8,128.6,339.9,41.6,150.0,613.8,538.6,924.9,425.3,636.1,264.2,510.1,498.1,154.0,484.4
0.00024000000000000003,725.1,29.5,902.3,128.3,339.6,41.6,150.0,612.8,537.2,927.0,425.9,634.6,264.9,509.8,498.9,154.3,484.4
0.00025000000000000006,720.9,30.5,902.9,128.2,339.6,41.6,150.0,612.1,535.2,929.8,427.3,633.0,265.5,508.6,499.5,154.4,484.4
0.00026,718.1,31.3,902.9,128.2,339.7,41.6,150.0,611.5,533.7,931.4,428.5,631.6,266.1,508.3,499.8,154.4,484.4
0.00026999999999999995,715.5,31.4,902.6,128.2,339.1,41.6,150.0,610.9,532.1,933.2,429.3,630.9,266.7,507.8,500.6,154.4,484.4
0.00028,713.1,32.2,902.2,128.2,339.2,41.6,150.0,610.4,530.5,934.9,430.0,629.6,267.2,507.3,501.5,154.4,484.4
0.00028999999999999995,710.0,33.3,902.3,128.0,339.4,41.5,150.0,609.6,529.1,936.8,431.2,627.8,267.9,507.0,501.7,154.5,484.5
0.0003,706.9,34.2,903.1,127.7,339.4,41.5,150.0,608.8,528.2,938.9,432.2,626.4,268.4,506.3,501.6,154.8,484.5
0.00031,703.3,35.3,903.7,127.6,339.3,41.5,150.0,608.5,526.6,941.5,433.2,625.1,268.6,505.1,502.2,154.9,484.5
0.00032,700.7,35.8,904.2,127.5,339.3,41.5,150.0,608.0,525.4,943.4,433.9,624.2,269.0,504.1,502.7,155.0,484.5
0.00033000000000000005,698.2,36.5,905.0,127.5,339.1,41.5,150.0,607.8,524.8,945.2,434.6,623.3,269.2,503.4,502.6,155.0,484.5
0.00034,695.0,37.1,905.4,127.4,339.5,41.5,150.0,607.2,522.7,946.9,436.1,622.2,269.7,502.4,503.2,155.1,484.5
0.00035000000000000005,691.7,37.7,906.2,127.2,339.4,41.5,150.0,606.5,521.4,948.8,437.5,621.1,270.2,501.7,503.1,155.3,484.5
0.00036,688.5,38.4,906.2,127.1,338.8,41.5,150.0,606.2,519.7,951.1,438.4,620.2,270.4,500.9,503.9,155.4,484.5
0.00037000000000000005,685.8,38.6,906.8,127.1,339.0,41.5,150.0,605.4,518.4,952.7,439.5,619.2,271.2,500.1,504.1,155.4,484.5
