Time,U0,U1,U2,U3,L0,L1,L2,L3,L4,U1L1,U0L3,U0L4,U0L2,U1L4,U1L3,U2L2,U2L4,U2L0,U3L0,U3L3
0.0,873.0,106.0,754.0,654.0,472.0,591.0,298.0,879.0,296.0,300.0,367.0,288.0,115.0,766.0,496.0,105.0,131.0,366.0,125.0,372.0
1e-05,872.9,106.5,752.8,652.7,471.9,589.7,297.8,878.3,296.2,301.3,368.2,287.3,114.6,765.9,494.3,105.6,131.6,366.0,125.1,373.2
2e-05,873.2,106.8,751.4,651.2,471.9,588.9,297.7,876.7,296.4,302.1,369.4,286.3,114.1,765.8,493.3,106.2,132.5,365.9,125.2,374.6
3.0000000000000004e-05,872.7,107.4,749.7,649.2,471.2,588.1,296.6,876.3,295.8,302.9,370.2,285.8,114.3,766.2,491.5,107.1,133.2,366.0,125.8,376.0
4e-05,872.3,107.9,747.7,648.5,470.7,587.2,296.2,875.4,295.9,303.8,371.3,285.3,114.1,765.8,490.5,107.7,134.0,366.6,125.7,376.8
5.000000000000001e-05,872.9,108.4,745.7,646.3,470.6,586.2,295.4,874.8,295.3,304.8,371.9,284.1,114.1,766.4,488.4,108.5,135.2,366.6,125.8,378.9
6.000000000000001e-05,872.7,109.0,744.3,644.8,470.7,585.2,294.2,874.7,295.0,305.8,372.1,283.7,114.5,766.3,486.9,109.3,136.0,366.4,125.9,380.3
7e-05,872.8,109.1,743.7,643.1,470.9,584.5,293.8,873.7,294.8,306.5,373.0,282.7,114.5,766.9,485.5,109.7,136.6,366.0,126.1,381.8
8e-05,873.0,109.6,742.3,641.7,471.4,583.7,293.4,873.2,293.9,307.3,373.7,282.1,114.2,767.2,483.9,110.4,137.8,365.5,126.1,383.2
9e-05,873.2,108.9,740.8,640.7,471.1,582.1,292.5,872.3,294.6,308.9,374.5,280.9,114.4,767.1,483.1,111.1,138.4,365.7,126.2,384.1
0.00010000000000000002,872.6,109.6,739.8,639.0,470.5,581.8,291.6,871.2,294.9,309.2,375.6,280.1,114.7,767.3,481.9,111.7,138.7,365.8,126.7,385.3
0.00011,872.0,110.0,738.7,637.7,470.1,581.5,291.2,870.1,294.5,309.5,376.5,279.8,114.7,767.4,481.1,112.1,139.3,365.9,127.0,386.3
