Time,U0,U1,U2,U3,L0,L1,L2,L3,L4,U0L0,U0L2,U0L1,U1L2,U1L0,U2L0,U2L2,U3L4,U3L3,U3L1
0.0,905.0,51.0,43.0,494.0,308.0,137.0,950.0,462.0,857.0,757.0,417.0,81.0,234.0,30.0,648.0,387.0,925.0,729.0,283.0
1e-05,902.4,51.0,43.9,492.7,309.4,136.0,947.4,462.5,855.7,758.7,417.4,81.5,233.9,30.1,644.8,389.3,926.3,728.5,283.5
2e-05,899.4,51.1,45.5,491.1,310.5,135.3,944.9,463.8,853.6,760.9,418.3,81.4,233.8,30.1,641.5,391.0,928.4,727.2,284.3
3.0000000000000004e-05,896.3,51.0,47.4,489.4,311.5,134.7,942.7,464.1,852.1,763.3,418.9,81.5,233.8,30.2,638.0,392.6,929.9,726.9,284.8
4e-05,893.1,51.0,49.3,488.1,312.1,134.3,940.7,465.4,850.0,765.4,420.1,81.4,233.9,30.1,635.4,393.3,932.0,725.6,285.3
5.000000000000001e-05,890.5,50.8,50.8,486.9,312.2,134.2,939.1,466.1,848.4,767.5,420.8,81.2,233.7,30.5,632.8,394.4,933.6,724.9,285.6
6.000000000000001e-05,888.4,50.5,52.2,485.1,313.4,133.3,937.0,466.9,846.6,769.1,421.2,81.3,233.9,30.6,629.9,395.9,935.4,724.1,286.4
7e-05,886.2,50.2,53.4,484.1,314.2,132.5,935.4,468.6,844.2,770.8,421.2,81.8,234.0,30.8,627.2,397.4,937.8,722.4,286.7
8e-05,883.3,50.2,54.7,482.9,315.1,131.8,933.3,470.3,841.6,772.5,422.0,82.2,233.8,31.0,624.4,398.9,940.4,720.7,287.0
9e-05,880.0,50.3,56.6,482.3,315.6,131.1,931.7,471.3,840.5,775.5,422.1,82.4,233.6,31.1,620.8,400.6,941.5,719.7,287.5
0.00010000000000000002,877.4,50.2,58.0,480.6,316.7,130.5,929.1,472.8,838.1,777.5,422.9,82.2,233.5,31.3,617.5,402.5,943.9,718.2,288.3
