"Time ",U0,U1,U2,U3,L0,L1,L2,L3,L4,U1L1,U0L0,U0L4,U0L1,U1L3,U2L1,U2L2,U3L2,U3L4,U3L1
0.61,78.37819657529236,0.04114289191244302,10.600323762117954,0.0041798163788953685,1.469486491413085,0.6638132503412101,19.59144751207423,11.704965696382525,0.5940046557814032,1261.663576220864,1480.7127749746605,171.08868399968,280.9257974842476,135.86146040383062,1240.0210701405197,456.9641516898105,937.2369351951767,1825.602302755552,0.7257429040269258
0.6102768692039022,78.35550897639612,0.041128350602697115,10.598349394681387,0.004173657755562143,1.4686151848523843,0.6634133389061256,19.579269638798152,11.694112955186261,0.5936237768539608,1261.669962111266,1480.6985007510564,171.07765868223638,280.91460567896644,135.8527942212155,1240.0268113473267,456.92723322795587,937.2261479711007,1825.6136314273756,0.7252075235340172
0.6107383178770727,78.3177464909808,0.04110443180114298,10.595055904142821,0.004163717390329113,1.4671662186411027,0.6627431527478852,19.558992301918433,11.67605345560426,0.5929898553483952,1261.68059660088,1480.6747157224925,171.0592989416317,280.895951484222,135.83836242034045,1240.0363921696455,456.8657378039522,937.2081841100412,1825.6324960080306,0.7243165925035467
0.6110753474589551,78.29020532331832,0.04108720278166794,10.592648257111234,0.004156695608467479,1.4661104246203045,0.6622509789636812,19.544197289560852,11.662885647735845,0.5925275229481685,1261.6883568843725,1480.6573480482734,171.0459019624461,280.88232602458925,135.82783119877772,1240.0433991447378,456.82085117781554,937.1950755130125,1825.6462611415088,0.7236669673359617
0.6116021655157344,78.2472217566551,0.04106065962344617,10.588881349558774,0.004146089164380469,1.4644642129813543,0.6614775133858061,19.52109607512729,11.642340432527886,0.5918059201171644,1261.700475515227,1480.630207570097,171.02498196950242,280.8610261829476,135.811385521857,1240.0543674176445,456.7507353081355,937.1746049919474,1825.6677556934478,0.7226533707942687
0.6120541979297769,78.2104045655262,0.04103824410184239,10.585646008716145,0.004137317887720582,1.4630556158907828,0.6608101889765478,19.501298556798776,11.624748239048829,0.5911877609735178,1261.7108624810362,1480.606927059132,171.0070522490887,280.84274845725554,135.79728992444933,1240.0637934088193,456.69061900802234,937.1570596503159,1825.6861775661412,0.7217854639118039
0.6125221207232769,78.17235569280466,0.04101537268615238,10.58229405013243,0.004128529833124902,1.4616012305016663,0.6601162110313641,19.480828572132165,11.606572969563702,0.5905488114125946,1261.7216035259091,1480.5828352331437,170.98851221483844,280.8238267120106,135.782713935222,1240.0735647437323,456.6284343469535,937.1389162375095,1825.7052262718837,0.7208888073158166
0.6130966099184296,78.12572812849028,0.04098773024950094,10.578174971208176,0.004118108366624256,1.4598206831324954,0.6592602204501778,19.45572911537386,11.584307371979042,0.5897656029223953,1261.7347753625602,1480.553266599521,170.96577759097275,280.8005935994367,135.76483943001054,1240.085580418323,456.5521500824125,937.1166667773567,1825.728584376076,0.71979039922906
0.6136245234354523,78.08296471681857,0.040962730979355266,10.574386488085505,0.004108854805783366,1.458189292699663,0.6584702280027673,19.43269585626729,11.563894313347662,0.5890470698653083,1261.7468643121422,1480.5261049734715,170.94491312970507,280.77924209983235,135.7484345864796,1240.0966399238803,456.4821112647319,937.0962463950912,1825.750020805232,0.7187834361413805
0.6140092620270929,78.05184955908076,0.04094474171190219,10.571623607335786,0.004102287869510094,1.4570031814870594,0.657892675761756,19.41592819824959,11.549045948732035,0.5885240985486038,1261.7556655640503,1480.5063157917525,170.9297235798018,280.7636801556767,135.7364912845153,1240.1047105868445,456.4311043338191,937.0813794228588,1825.7656266395813,0.7180510176658281
0.6144267968656929,78.01812999724562,0.04092542815726297,10.568623554835245,0.004095316126216324,1.455718609339434,0.6572643496738804,19.397749033803745,11.532958953347675,0.587957188922509,1261.7652084040415,1480.4848454642215,170.91325475259566,280.74679057868553,135.7235417436392,1240.1134791194181,456.3757844679776,937.0652596526104,1825.782546717651,0.7172575481802126
0.6148420755214067,77.98464198505332,0.04090642572124425,10.565638120586572,0.004088530077850527,1.4544436612327056,0.656637992403477,19.37968641771118,11.516986769601672,0.5873939915224207,1261.7746907347932,1480.463497128445,170.89689093644554,280.72999116888565,135.7106744155845,1240.1222103088664,456.3207997149393,937.0492419535257,1825.799358823631,0.7164697950507838
0.6152550979942346,77.95138456319525,0.04088772214448752,10.562667445547772,0.004081916168070732,1.453178244625689,0.6560137833216078,19.361739975702683,11.501128862989376,0.5868344841260285,1261.7841126967967,1480.4422707328856,170.88063186165195,280.71328197212245,135.69788911099033,1240.1309038116606,456.2661494864147,937.0333260716209,1825.8160632472288,0.715687736098331
0.6156916182031709,77.91628762166454,0.04086815718579437,10.559526302657176,0.004075061336263496,1.4518436070963197,0.6553528618429063,19.342791999324536,11.484398489995382,0.5862438171416461,1261.7940610952708,1480.4198432268258,170.86346492976307,280.6956210405676,135.6843895652964,1240.140102284267,456.2084288866868,937.0165207257465,1825.8337003277722,0.714862718051487
0.6161516361482157,77.87935968716663,0.04084775423260701,10.556214587967917,0.004067976171143367,1.4504401502935733,0.6546552005335495,19.32284563563589,11.466800485478455,0.5856220911709111,1261.8045343344752,1480.3962157435265,170.84539297343673,280.6770082304459,135.67017796722732,1240.14980723864,456.14764434375144,936.9988285614407,1825.8522671542034,0.7139949959050336
0.6166179644740746,77.84198600014139,0.04082728614483672,10.552856035405872,0.004060927210533608,1.4490205470127133,0.6539469250008006,19.30264816602125,11.448995494578803,0.5849925978516204,1261.815140056466,1480.3722718357965,170.82709306432793,280.6581388895111,135.65578674217738,1240.1596569711037,456.08607114359756,936.9809123384781,1825.8710681174157,0.7131171579179625
0.6170906031807477,77.8041688227635,0.04080675104727467,10.549450737863472,0.004053908553779608,1.4475848614562261,0.6532281621393635,19.28220042493023,11.43098481664376,0.5843553595808884,1261.8258778045686,1480.3480118751745,170.80856599834752,280.63901302077335,135.6412165205769,1240.1696517357848,456.0237111088867,936.9627728022544,1825.8901024052834,0.7122292767333774
0.6175840852773473,77.76475053957702,0.040785524798791405,10.545894034221085,0.004046704046348333,1.4460891556549573,0.6524769041678797,19.260875603203523,11.412217621551994,0.5836908421497428,1261.8370767454335,1480.3226906581642,170.78924386484852,280.61904248534853,135.62602066982325,1240.1800996538561,455.9586507852954,936.9438538446834,1825.909953478686,0.7113042111927531
0.6180984107638732,77.72373950417102,0.04076362333691254,10.542185940540502,0.004039318161016753,1.444533783597617,0.651693225961556,19.23867680182283,11.392698669756928,0.5829991453203096,1261.8487352860218,1480.296309364319,170.76912948136703,280.59822719612686,135.6102013797519,1240.191002076906,455.89089657691824,936.9241581029002,1825.9306184423895,0.710342214982713
0.6186258356814026,77.68176016004446,0.04074138638446886,10.538382358195417,0.0040318629943167225,1.4429424397839408,0.6508890376673244,19.215940850534455,11.372725826587063,0.5822907673254052,1261.8606765476325,1480.2692662205777,170.74852806866087,280.57688051311726,135.59399868035783,1240.2021959159456,455.8214740139164,936.9039843454667,1825.9517837206636,0.7093579856358692
0.6191663600299354,77.63881793896836,0.04071881817087271,10.53448340497333,0.004024336362725944,1.4413153189832195,0.6500644758027863,19.1926697852409,11.352302210030693,0.5815657745917456,1261.8728994677285,1480.2415620568424,170.7274414974473,280.55500243110333,135.57741403658645,1240.213681933862,455.750387356333,936.8833343287632,1825.9734473909996,0.7083516915016671
0.6197293884898194,77.59417335443001,0.04069553515402903,10.530421363066022,0.0040166076356146895,1.4396244020458164,0.6492053337421255,19.168461585983383,11.331076864453244,0.580811648461504,1261.8856152269,1480.2127159887882,170.70550550450517,280.5322122675142,135.5601609396204,1240.2256611120883,455.67640572751264,936.8618512241776,1825.9959836826129,0.707306059754035
0.6203149210610545,77.54783647877139,0.04067155104491688,10.526196369109774,0.004008679326586766,1.4378700798554074,0.6483117642079913,19.143320034619776,11.309055562362916,0.5800285161651569,1261.8988218781965,1480.1827295069731,170.6827235286721,280.50850998945896,135.54224207133086,1240.2381349692348,455.5995369450953,936.839538259882,1826.019389056381,0.706221398900393
0.620920753903052,77.49999157761901,0.040646967325203655,10.521824506722478,0.004000582450608434,1.4360593235979018,0.6473873058534706,19.117343479689055,11.286326852868331,0.5792194523163482,1261.9124677970915,1480.1517169622896,170.65918470135878,280.48398480527015,135.52372751797827,1240.2510579972134,455.5200780231035,936.81648259827,1826.0435719340128,0.705102094570075
0.6215468870158118,77.45064825017158,0.04062179279130479,10.517306001181963,0.003992317081449379,1.4341924772898238,0.6464321523527323,19.090535562357445,11.26289626386289,0.578384583511509,1261.926551106892,1480.119679830366,170.6348923340138,280.45863674389125,135.5046198690085,1240.2644315540024,455.43803648943697,936.7926873553247,1826.0685289034213,0.7039484428602454
0.6222012036266494,77.3991971475719,0.04059572242057177,10.512584233633453,0.003983780586639287,1.4322464673976045,0.6454344979887369,19.062563283158227,11.238475650291532,0.5775135568709406,1261.941246797809,1480.0862165768642,170.60954467978164,280.43214670309806,135.48468175837854,1240.2784257157969,455.35238873511037,936.7678568016415,1826.0945699527933,0.7027462853057138
