Time,U0,U1,U2,U3,L0,L1,L2,L3,L4,U2L2,U0L2,U0L0,U1L0,U1L2,U2L3,U3L2,U3L4
0.0,689.0,567.0,677.0,329.0,107.0,329.0,438.0,879.0,717.0,313.0,539.0,758.0,127.0,18.0,4.0,19.0,455.0
1e-05,689.4,565.9,675.4,327.7,106.6,329.0,435.4,878.9,716.5,314.5,538.2,758.4,127.0,19.1,4.1,19.8,455.5
2e-05,689.3,564.7,674.3,327.0,106.5,329.0,432.9,878.6,716.3,315.3,538.1,758.6,126.9,20.4,4.4,20.3,455.7
3.0000000000000004e-05,690.4,563.5,673.1,326.1,106.6,329.0,431.3,878.6,715.6,316.5,537.0,758.6,126.8,21.7,4.4,20.5,456.4
4e-05,690.1,563.0,671.9,325.3,106.4,329.0,429.5,878.4,715.0,317.5,537.3,758.6,127.0,22.0,4.6,20.7,457.0
5.000000000000001e-05,690.7,562.0,670.3,324.5,106.4,329.0,427.0,878.3,714.8,319.0,536.7,758.6,127.0,23.0,4.7,21.3,457.2
6.000000000000001e-05,690.7,561.0,669.5,323.8,106.3,329.0,424.6,878.3,714.8,319.8,536.6,758.7,127.0,24.0,4.7,22.0,457.2
7e-05,691.7,559.9,668.3,322.5,106.2,329.0,423.0,878.0,714.2,320.7,535.5,758.8,127.0,25.1,5.0,22.7,457.8
8e-05,691.7,559.0,667.0,321.8,106.0,329.0,420.4,877.8,714.3,321.8,535.3,759.0,127.0,26.0,5.2,23.5,457.7
9e-05,691.7,558.1,666.1,320.8,105.9,329.0,418.2,877.8,713.8,322.7,535.2,759.1,127.0,26.9,5.2,24.0,458.2
0.00010000000000000002,692.3,557.1,665.1,319.8,105.8,329.0,415.9,877.7,713.9,323.6,534.4,759.3,126.9,28.0,5.3,25.1,458.1
0.00011,692.6,556.4,663.5,319.0,105.5,329.0,413.4,877.6,714.0,325.1,533.9,759.5,127.0,28.6,5.4,26.0,458.0
0.00012000000000000002,692.9,555.4,662.0,318.1,105.2,329.0,410.8,877.5,713.9,326.5,533.6,759.5,127.3,29.3,5.5,26.8,458.1
0.00013,693.5,554.4,661.2,317.3,105.1,329.0,409.4,877.3,713.6,327.1,532.9,759.6,127.3,30.3,5.7,27.3,458.4
