Time,U0,U1,U2,U3,L0,L1,L2,L3,L4,U3L3,U0L2,U0L4,U1L2,U1L1,U2L2,U2L1,U3L4
0.0,5.0,469.0,527.0,665.0,143.0,247.0,5.0,557.0,624.0,247.0,575.0,617.0,719.0,620.0,138.0,633.0,692.0
1e-05,5.0,469.5,526.4,663.7,143.0,246.9,4.9,556.2,623.6,247.8,575.1,616.9,719.0,619.5,138.0,633.6,692.5
2e-05,4.9,469.5,526.1,662.9,143.0,246.4,5.1,555.4,623.5,248.6,575.1,617.0,719.2,619.3,137.6,634.3,692.5
3.0000000000000004e-05,4.9,469.5,525.7,661.8,143.0,245.6,5.5,554.7,623.1,249.3,575.1,617.0,719.2,619.3,137.2,635.1,692.9
4e-05,4.9,469.7,525.3,660.8,143.0,245.4,5.5,553.8,623.0,250.2,575.1,617.0,719.3,619.0,137.1,635.6,693.0
5.000000000000001e-05,4.9,470.1,524.9,659.5,143.0,245.4,5.5,552.5,623.0,251.5,575.1,617.0,719.6,618.3,136.8,636.3,693.0
6.000000000000001e-05,4.9,470.0,524.6,658.3,143.0,244.9,5.6,552.3,622.0,251.7,575.1,617.0,719.8,618.2,136.5,636.9,694.0
7e-05,4.9,470.3,523.7,656.8,143.0,244.0,5.8,551.8,621.1,252.2,575.2,616.9,719.8,617.9,136.2,638.1,695.0
8e-05,4.9,470.4,523.0,656.0,143.0,243.2,6.0,551.4,620.7,252.6,575.2,616.9,719.8,617.8,136.0,639.0,695.4
9e-05,4.9,470.6,522.4,655.3,143.0,242.7,6.1,550.7,620.7,253.3,575.2,616.9,719.8,617.6,135.9,639.7,695.4
0.00010000000000000002,4.9,470.7,522.0,654.8,143.0,242.1,6.4,550.3,620.6,253.7,575.2,616.9,719.8,617.5,135.6,640.4,695.5
0.00011,4.9,471.0,521.5,653.9,143.0,242.0,6.3,549.3,620.7,254.7,575.2,616.9,719.8,617.2,135.7,640.8,695.4
0.00012000000000000002,4.8,471.1,520.9,652.9,143.0,241.0,6.8,548.6,620.3,255.4,575.2,617.0,720.0,616.9,135.0,642.1,695.7
0.00013,4.8,471.0,520.6,652.2,143.0,240.4,7.0,548.0,620.2,256.0,575.2,617.0,720.2,616.8,134.6,642.8,695.8
0.00014,4.8,471.1,520.2,651.3,143.0,239.9,7.2,547.3,620.0,256.7,575.2,617.0,720.3,616.6,134.3,643.5,696.0
0.00015,4.8,471.3,519.6,650.0,143.0,239.5,7.2,546.6,619.4,257.4,575.2,617.0,720.4,616.3,134.2,644.2,696.6
0.00016,4.8,471.3,519.2,649.3,143.0,239.0,7.3,546.1,619.2,257.9,575.2,617.0,720.5,616.2,134.0,644.8,696.8
0.00017,4.8,471.1,518.9,648.4,143.0,238.7,7.1,545.3,619.1,258.7,575.2,617.0,720.9,616.0,133.8,645.3,696.9
0.00018,4.8,471.5,518.3,647.2,143.0,238.4,7.2,544.7,618.5,259.3,575.2,617.0,720.9,615.6,133.7,646.0,697.5
