0 -> U2,0 -> L0
4.357700967003721e-05,0.00011731892970257094
5.225139507883669e-05,9.550539834260509e-05
6.424669000336696e-05,0.00010000695710485532
3.80571826843996e-05,5.236843476798521e-05
4.0280500635702925e-05,7.74293986826139e-05
