Time,U0,U1,U2,U3,L0,L1,L2,L3,U2L2,U0L2,U0L3,U0L1,U0L0,U1L0,U1L3,U1L2,U1L1,U2L1,U2L3,U2L0,U3L1,U3L3,U3L2,U3L0
0.0,917.0,929.0,302.0,285.0,321.0,927.0,404.0,302.0,138.0,354.0,629.0,912.0,628.0,583.0,139.0,41.0,222.0,667.0,225.0,610.0,294.0,791.0,295.0,751.0
1e-05,919.0,925.0,302.0,284.0,322.0,926.0,400.0,303.0,139.0,356.0,625.0,913.0,627.0,583.0,141.0,42.0,223.0,666.0,225.0,610.0,294.0,792.0,295.0,751.0
2e-05,921.0,924.0,302.0,282.0,323.0,923.0,398.0,306.0,140.0,355.0,623.0,916.0,625.0,583.0,142.0,42.0,223.0,665.0,225.0,610.0,295.0,790.0,297.0,752.0
3.0000000000000004e-05,919.0,920.0,301.0,281.0,326.0,912.0,394.0,310.0,141.0,356.0,621.0,919.0,625.0,581.0,142.0,42.0,229.0,664.0,226.0,610.0,298.0,787.0,299.0,751.0
4e-05,918.0,918.0,299.0,281.0,325.0,911.0,392.0,309.0,142.0,358.0,621.0,917.0,626.0,581.0,142.0,42.0,231.0,665.0,226.0,610.0,298.0,788.0,298.0,751.0
5e-05,916.0,916.0,300.0,279.0,327.0,910.0,387.0,308.0,143.0,359.0,622.0,917.0,626.0,579.0,143.0,43.0,233.0,663.0,227.0,609.0,299.0,786.0,300.0,752.0
6.000000000000001e-05,915.0,915.0,301.0,277.0,329.0,906.0,386.0,308.0,145.0,359.0,621.0,920.0,625.0,579.0,143.0,43.0,234.0,660.0,227.0,609.0,302.0,787.0,299.0,751.0
7.000000000000001e-05,915.0,909.0,301.0,278.0,328.0,904.0,384.0,308.0,145.0,359.0,622.0,920.0,624.0,580.0,144.0,45.0,236.0,660.0,227.0,609.0,302.0,785.0,299.0,752.0
8e-05,915.0,905.0,304.0,276.0,331.0,900.0,382.0,308.0,146.0,360.0,622.0,919.0,624.0,579.0,145.0,45.0,240.0,658.0,225.0,609.0,305.0,786.0,299.0,750.0
9e-05,917.0,899.0,304.0,277.0,333.0,897.0,379.0,309.0,147.0,361.0,618.0,921.0,623.0,579.0,149.0,46.0,241.0,658.0,225.0,608.0,305.0,785.0,299.0,750.0
0.0001,914.0,899.0,306.0,273.0,331.0,894.0,376.0,312.0,148.0,364.0,617.0,922.0,623.0,578.0,148.0,46.0,243.0,655.0,225.0,608.0,308.0,784.0,298.0,753.0
