0 -> L4,0 -> L0
0.00042653297120065964,0.00037921440236723356
0.0003468796923844385,0.0003974204004758261
0.00048405538916907316,0.0005859786602147746
0.0005766706802828542,0.0005148892559517588
0.0006279834749791837,0.00046027745787824344
0.0006778190434072619,0.0004806368446632075
