Time,U0,U1,U2,U3,L0,L1,L2,L3,L4,U3L3,U0L3,U0L0,U0L4,U1L2,U1L1,U2L3,U2L0,U3L4
0.0,458.0,195.0,442.0,95.0,769.0,537.0,288.0,900.0,764.0,127.0,263.0,329.0,92.0,532.0,714.0,820.0,935.0,648.0
1e-05,455.0,194.6,441.6,95.5,768.7,536.2,288.4,896.2,765.2,129.0,266.0,327.7,93.3,531.6,714.8,818.8,936.6,645.5
2e-05,450.9,194.5,440.8,96.2,767.8,535.6,288.9,892.0,766.1,131.2,268.4,327.4,95.3,531.1,715.4,818.4,937.8,642.6
3.0000000000000004e-05,448.8,193.8,440.7,95.5,766.7,534.4,289.4,889.9,766.4,133.1,269.5,327.5,96.2,530.6,716.6,817.5,938.8,641.4
4e-05,446.0,193.6,440.7,95.2,766.2,533.5,290.1,886.9,766.8,134.6,272.2,326.8,97.0,529.9,717.5,816.3,940.0,640.2
5.000000000000001e-05,443.4,193.5,440.1,95.2,764.6,533.1,290.4,884.8,767.3,136.4,274.0,326.3,98.3,529.6,717.9,814.8,942.1,638.4
6.000000000000001e-05,440.2,193.4,439.8,95.6,763.6,532.7,290.7,881.9,768.1,137.8,276.2,326.3,99.3,529.3,718.3,814.1,943.1,636.6
7e-05,437.2,193.2,439.4,95.6,762.5,531.6,291.6,877.8,769.9,140.5,278.7,325.9,100.2,528.4,719.4,813.0,944.6,633.9
8e-05,434.5,193.1,438.3,95.3,760.9,530.7,292.4,875.1,770.1,142.1,280.7,325.5,101.3,527.6,720.3,812.1,946.6,632.6
9e-05,430.9,193.0,438.1,96.1,760.4,530.2,292.8,871.5,771.2,144.4,282.6,325.2,103.3,527.2,720.8,811.5,947.4,629.5
0.00010000000000000002,428.7,192.8,437.7,96.2,758.4,529.3,293.5,869.1,773.1,146.5,284.7,325.0,103.6,526.5,721.7,809.7,949.6,627.3
0.00011,425.3,192.6,437.6,96.1,757.3,528.4,294.2,866.5,773.2,148.5,287.0,324.3,105.4,525.8,722.6,808.0,951.4,625.4
