"Time ",U0,U1,U2,U3,L0,L1,L2,L3,U2L2,U0L2,U0L3,U0L1,U0L0,U1L0,U1L3,U1L2,U1L1,U2L1,U2L3,U2L0,U3L1,U3L3,U3L2,U3L0
0,917,929,302,285,321,927,404,302,138,354,629,912,628,583,139,41,222,667,225,610,294,791,295,751
0.000009031300423271726,917.0059496832126,925.6394365276828,302.35414463064865,284.7847647644191,321.8640848087679,923.7484466517757,402.1390543728548,303.0331336685232,138.63486557900342,354.98065090615455,628.1035957042623,912.7834418996621,627.126361814448,582.9217994130147,140.26441231488332,41.16909505030038,224.00525669411886,665.7841338474467,224.75993520243753,610.466496844982,295.67866676304254,789.8389231098938,295.0763340916869,750.6212571192641
0.00001825000645973455,917.0088080918155,922.2279144781818,302.7107617839391,284.564216508676,322.7369154586207,920.4452806761074,400.2508207866703,304.079541038153,139.2808102144878,355.97723636994306,627.1943247244686,913.5789282126308,626.240702616782,582.8406694732209,141.54967261925208,41.33922782977525,226.04251559957,664.5468572902397,224.51661713433145,610.9440964810265,297.3863084925912,788.6598444837948,295.15190479912366,750.2376159713133
0.000031034436415909976,917.0074643321441,917.5279802738218,303.1972382122889,284.2569740514231,323.9321482952688,915.8908024075289,397.6510078387558,305.51715702264636,140.17312250702088,357.35196043194696,625.9428636316246,914.6751161079607,625.0225955229197,582.7259951192939,143.32312228865158,41.57108567462143,228.85181664361144,662.8373615765901,224.18204765137884,611.6087713598378,299.74471592204765,787.0348094056986,295.252823547655,749.7104897043182
0.000043818866372085394,917.0000390568873,912.8639027175051,303.674425504599,283.9481546083774,325.1099143168565,911.3666721947,395.072799197918,306.9391974267865,141.06142302834962,358.7182255160155,624.7023507251333,915.7632588402652,623.8161258992511,582.6088328263004,145.08627629960537,41.79826633321659,231.64272182337268,661.1351974747221,223.85076871089706,612.2761240348536,302.0918840995787,785.4214068375777,295.3492859245004,749.1890029250518
0.0000613972890561535,916.9800718724866,906.5087489092493,304.31557923167514,283.52102816254296,326.7012038459671,905.1951143042528,391.56264622606744,308.8693550814525,142.27633547873177,360.5831350373441,623.014334742383,917.246451273321,622.1760071270822,582.4437275161977,147.49396371576253,42.103129658636426,235.45043020015416,658.8066206573477,223.4005664788191,613.198006874882,305.30100944564884,783.2217799815829,295.4747535992203,748.4810546391124
0.00007897571174022162,916.9490242321241,900.2197965970154,304.939643318511,283.09109212672183,328.2604309872867,899.0797417162626,388.0923071957458,310.77079941697133,143.48381197889407,362.432355040407,621.3465245521849,918.7147889410525,620.5573073019129,582.2740486754742,149.8826336325429,42.39946443307145,239.224056661896,656.4916752458934,222.95641351774367,614.1247329012338,308.48925362023664,781.0436288805571,295.59206135188185,747.7834801382619
0.00009084365466725218,916.9219154871311,896.010838304232,305.35144676425085,282.7992838084496,329.29527443200766,894.9824237133286,385.7715533144866,312.0385184561917,144.2948684133509,363.67205704544983,620.2317999762346,919.697827645491,619.4763999235456,582.1569423445961,151.484700219723,42.594799154944695,241.7527199765041,654.936399331752,222.65991854518674,614.7530813983051,310.630070815372,779.5850628026639,295.6667220717681,747.3183019063416
0.00010271159759428275,916.8899342304405,891.8313729226427,305.7556635714526,282.50626771195743,330.3159139685549,890.9102030057022,383.4685054004344,313.2934648759271,145.10259921155173,364.90473820546174,619.1260738471962,920.6742477381347,618.4050060667896,582.037807541644,153.07829025083274,42.786380341022664,244.2661489438578,653.3872377567484,222.36610706124094,615.3835435903039,312.7615288195511,778.1360639648029,295.7377768415296,746.85772883813
0.00011457954052131331,916.8531504833365,887.6811307524747,306.15237398641796,282.21207233989736,331.32251121362845,886.8628766451122,381.1829892648041,314.5357632530886,145.90702954351116,366.13045028838144,618.0292625792046,921.6441093481309,617.34302739914,581.9166665502565,154.66347944025088,42.974260574287975,246.76446268272983,651.8441512742424,222.07494988285325,616.0160825045181,314.88369058201664,776.6965448446026,295.8052703290154,746.4017123385061
0.00012644748344834388,916.8116332968084,883.5598451228558,306.5416573680041,281.91672572020275,332.3152256541501,882.8402437642368,378.91483285971964,315.7655367690937,146.70818428291756,367.3492445633338,616.9412835393967,922.6074718817467,616.2903668270786,581.7935414477399,156.2403425991084,43.15849167598206,249.24777915431372,650.3071010189069,221.7864181510571,616.6506616464616,316.99661847019325,775.2664189413438,295.869246618047,745.9502044312457
0.00014176187002851005,916.751174862272,878.2841045608473,307.0331400897305,281.5339539506744,333.57596306608224,877.6856098539596,376.013383630724,317.3341242211652,147.7371931325368,368.9118353089584,615.5502757026937,923.841085271085,614.9456289764795,581.6317642568304,158.2629416708275,43.390913499757374,252.43027601173736,648.3325500600018,221.41793055654497,617.472478860264,319.7095939572575,773.4347278487684,295.94667442802347,745.3741648478283
0.00015707625660867623,916.6830918443075,873.0555825056169,307.5125528825292,281.14936911790335,334.8141786204702,872.571340865417,373.1401979785886,318.8823171180855,148.76084068543184,370.4630993587422,614.1736655437593,925.0640989021704,613.6160444856336,581.466766137947,160.27195645084524,43.617451894366894,255.5882430112237,646.3679043736937,221.05370666466558,618.2975571697689,322.4074280236107,771.6183542226441,296.01841008287045,744.8054535944732
0.00017239064318884238,916.6075256200468,867.8737278009369,307.9800598521272,280.763028055799,336.0301997054336,867.497020204605,370.2949216371761,320.41037006390155,149.77917825596433,372.0031432517554,612.8112823749404,926.2766352655483,612.3014136354464,581.2985930132181,162.2675412039912,43.838212753801066,258.72192522805256,644.4130831865095,220.69368681503286,619.1258216172617,325.0902504756001,769.8171195421337,296.08454410130315,744.2439720377415
