Time,U0,U1,U2,U3,L0,L1,L2,L3,U3L3,U0L2,U0L3,U0L0,U0L1,U1L3,U1L2,U1L1,U1L0,U2L3,U2L2,U2L0,U2L1,U3L1,U3L2,U3L0
0.0,357.0,540.0,519.0,930.0,37.0,699.0,65.0,598.0,546.0,156.0,607.0,244.0,437.0,580.0,605.0,62.0,624.0,758.0,751.0,150.0,139.0,475.0,717.0,273.0
1e-05,355.0,541.0,522.0,926.0,39.0,698.0,65.0,595.0,550.0,157.0,607.0,245.0,437.0,581.0,605.0,62.0,622.0,756.0,750.0,150.0,139.0,476.0,717.0,272.0
2e-05,355.0,541.0,524.0,923.0,40.0,697.0,64.0,595.0,551.0,158.0,606.0,244.0,438.0,581.0,605.0,62.0,622.0,756.0,748.0,150.0,139.0,476.0,719.0,272.0
3.0000000000000004e-05,353.0,538.0,526.0,922.0,40.0,695.0,64.0,593.0,553.0,158.0,606.0,244.0,440.0,581.0,608.0,62.0,622.0,756.0,746.0,150.0,139.0,476.0,718.0,272.0
4e-05,355.0,539.0,527.0,917.0,40.0,694.0,64.0,593.0,555.0,157.0,605.0,244.0,440.0,581.0,608.0,61.0,622.0,755.0,746.0,150.0,139.0,478.0,719.0,272.0
5e-05,355.0,534.0,531.0,915.0,42.0,690.0,65.0,591.0,557.0,156.0,604.0,244.0,442.0,582.0,610.0,61.0,624.0,755.0,744.0,148.0,139.0,480.0,719.0,270.0
6.000000000000001e-05,356.0,532.0,529.0,915.0,44.0,687.0,65.0,589.0,559.0,156.0,602.0,244.0,443.0,581.0,612.0,63.0,623.0,758.0,744.0,147.0,139.0,480.0,717.0,270.0
7.000000000000001e-05,356.0,534.0,525.0,914.0,45.0,686.0,65.0,586.0,561.0,156.0,600.0,245.0,444.0,580.0,612.0,63.0,622.0,762.0,744.0,146.0,140.0,479.0,717.0,270.0
8e-05,355.0,534.0,529.0,911.0,47.0,685.0,65.0,585.0,563.0,156.0,599.0,246.0,445.0,580.0,614.0,63.0,620.0,762.0,741.0,146.0,139.0,480.0,718.0,269.0
9e-05,356.0,534.0,527.0,910.0,48.0,684.0,66.0,582.0,567.0,156.0,598.0,246.0,445.0,579.0,615.0,63.0,620.0,763.0,741.0,146.0,140.0,480.0,716.0,268.0
0.0001,359.0,532.0,527.0,906.0,50.0,682.0,68.0,577.0,572.0,156.0,595.0,245.0,446.0,581.0,615.0,63.0,620.0,764.0,741.0,146.0,139.0,482.0,714.0,267.0
0.00011,358.0,531.0,526.0,906.0,51.0,679.0,68.0,576.0,573.0,155.0,595.0,244.0,449.0,581.0,615.0,64.0,620.0,764.0,742.0,146.0,139.0,481.0,714.0,267.0
0.00012000000000000002,358.0,530.0,525.0,907.0,52.0,677.0,69.0,575.0,574.0,154.0,594.0,245.0,450.0,581.0,617.0,64.0,619.0,765.0,742.0,146.0,139.0,482.0,712.0,266.0
0.00013000000000000002,356.0,531.0,529.0,902.0,54.0,675.0,71.0,571.0,579.0,153.0,594.0,247.0,451.0,582.0,618.0,63.0,617.0,763.0,741.0,145.0,139.0,484.0,711.0,265.0
0.00014000000000000001,356.0,530.0,529.0,899.0,55.0,673.0,69.0,570.0,582.0,153.0,593.0,247.0,452.0,581.0,620.0,63.0,617.0,763.0,740.0,145.0,140.0,484.0,712.0,264.0
0.00015000000000000001,356.0,528.0,529.0,900.0,56.0,669.0,69.0,572.0,583.0,153.0,590.0,247.0,455.0,581.0,622.0,64.0,616.0,763.0,740.0,145.0,140.0,484.0,710.0,264.0
0.00016,356.0,527.0,531.0,898.0,56.0,668.0,69.0,572.0,584.0,153.0,590.0,247.0,455.0,580.0,622.0,65.0,617.0,763.0,739.0,144.0,140.0,484.0,711.0,264.0
0.00017,356.0,521.0,536.0,895.0,57.0,665.0,69.0,570.0,586.0,153.0,588.0,247.0,457.0,584.0,625.0,65.0,616.0,761.0,736.0,144.0,140.0,485.0,711.0,264.0
0.00018,356.0,521.0,538.0,893.0,57.0,667.0,69.0,568.0,588.0,153.0,588.0,247.0,457.0,584.0,626.0,64.0,616.0,761.0,734.0,144.0,140.0,484.0,712.0,264.0
0.00019,356.0,522.0,540.0,889.0,57.0,667.0,69.0,567.0,591.0,153.0,587.0,247.0,458.0,583.0,626.0,64.0,616.0,761.0,732.0,144.0,140.0,483.0,714.0,264.0
0.0002,356.0,524.0,537.0,889.0,57.0,667.0,69.0,566.0,592.0,153.0,586.0,247.0,459.0,581.0,626.0,64.0,616.0,764.0,732.0,144.0,140.0,482.0,714.0,264.0
