Time ,U0,U1,U2,U3,L0,L1,L2,L3,U2L2,U0L2,U0L3,U0L1,U0L0,U1L0,U1L3,U1L2,U1L1,U2L1,U2L3,U2L0,U3L1,U3L3,U3L2,U3L0
0.0,917.0,929.0,302.0,285.0,321.0,927.0,404.0,302.0,138.0,354.0,629.0,912.0,628.0,583.0,139.0,41.0,222.0,667.0,225.0,610.0,294.0,791.0,295.0,751.0
9.031300423271726e-06,917.0059496832126,925.6394365276828,302.3541446306486,284.78476476441915,321.86408480876787,923.7484466517757,402.13905437285484,303.0331336685232,138.63486557900342,354.9806509061545,628.1035957042623,912.783441899662,627.126361814448,582.9217994130148,140.26441231488332,41.169095050300385,224.00525669411888,665.7841338474467,224.75993520243756,610.466496844982,295.6786667630425,789.8389231098938,295.0763340916869,750.6212571192641
1.8250006459734548e-05,917.0088080918157,922.2279144781818,302.7107617839391,284.564216508676,322.7369154586207,920.4452806761074,400.2508207866703,304.079541038153,139.2808102144878,355.97723636994306,627.1943247244686,913.5789282126308,626.240702616782,582.8406694732209,141.54967261925208,41.339227829775254,226.04251559957,664.5468572902397,224.51661713433143,610.9440964810266,297.3863084925912,788.6598444837947,295.1519047991237,750.2376159713133
3.1034436415909976e-05,917.007464332144,917.5279802738218,303.1972382122889,284.25697405142313,323.9321482952688,915.8908024075287,397.6510078387558,305.51715702264636,140.17312250702088,357.35196043194696,625.9428636316246,914.6751161079608,625.0225955229198,582.7259951192939,143.3231222886516,41.57108567462143,228.85181664361144,662.8373615765901,224.18204765137887,611.6087713598378,299.7447159220476,787.0348094056988,295.252823547655,749.7104897043182
4.381886637208539e-05,917.0000390568872,912.8639027175052,303.674425504599,283.94815460837737,325.1099143168565,911.3666721947,395.072799197918,306.9391974267865,141.06142302834962,358.7182255160155,624.7023507251333,915.7632588402652,623.8161258992511,582.6088328263004,145.08627629960537,41.798266333216596,231.64272182337268,661.1351974747222,223.85076871089703,612.2761240348536,302.0918840995787,785.4214068375778,295.3492859245004,749.1890029250517
6.13972890561535e-05,916.9800718724865,906.5087489092492,304.3155792316752,283.52102816254296,326.70120384596714,905.1951143042528,391.56264622606733,308.8693550814525,142.27633547873174,360.5831350373441,623.014334742383,917.2464512733211,622.1760071270822,582.4437275161978,147.49396371576253,42.10312965863642,235.45043020015416,658.8066206573477,223.4005664788191,613.198006874882,305.3010094456488,783.2217799815829,295.4747535992203,748.4810546391124
7.897571174022162e-05,916.949024232124,900.2197965970154,304.939643318511,283.0910921267218,328.26043098728667,899.0797417162627,388.09230719574583,310.77079941697133,143.4838119788941,362.432355040407,621.3465245521849,918.7147889410523,620.5573073019128,582.2740486754742,149.8826336325429,42.39946443307145,239.22405666189601,656.4916752458934,222.95641351774367,614.1247329012338,308.48925362023664,781.0436288805571,295.59206135188185,747.7834801382619
9.084365466725218e-05,916.9219154871312,896.010838304232,305.3514467642508,282.7992838084496,329.29527443200766,894.9824237133286,385.7715533144866,312.0385184561917,144.2948684133509,363.6720570454498,620.2317999762346,919.697827645491,619.4763999235456,582.1569423445961,151.484700219723,42.594799154944695,241.7527199765041,654.936399331752,222.65991854518677,614.7530813983051,310.630070815372,779.5850628026639,295.6667220717681,747.3183019063415
0.00010271159759428276,916.8899342304404,891.8313729226428,305.75566357145266,282.50626771195743,330.31591396855487,890.9102030057022,383.46850540043437,313.2934648759271,145.10259921155173,364.90473820546174,619.1260738471963,920.6742477381348,618.4050060667896,582.0378075416439,153.07829025083274,42.78638034102266,244.26614894385781,653.3872377567484,222.3661070612409,615.3835435903039,312.76152881955113,778.1360639648028,295.73777684152964,746.85772883813
0.00011457954052131332,916.8531504833363,887.6811307524748,306.152373986418,282.21207233989736,331.32251121362845,886.8628766451124,381.1829892648042,314.5357632530886,145.90702954351116,366.13045028838144,618.0292625792047,921.6441093481308,617.34302739914,581.9166665502565,154.66347944025088,42.974260574287975,246.76446268272983,651.8441512742424,222.07494988285325,616.0160825045182,314.88369058201664,776.6965448446026,295.8052703290154,746.4017123385062
